fromRegion,toFacility,timePeriod,quantity
13,21,127,1000000.0
13,21,134,999999.2670166764
13,21,141,1000000.0
13,21,148,1000000.0
13,24,8,1000000.0
13,24,29,3.649643432867952
13,24,43,1000000.0
13,24,64,1000000.0
13,24,71,1000000.0
13,24,85,1000000.0
13,24,92,1000000.0
13,24,113,1000000.0
13,24,120,1000000.0
13,24,127,1000000.0
13,24,141,1000000.0
13,27,1,148.6162136940984
13,27,15,1000000.0
13,27,22,1000000.0
13,27,50,1000000.0
13,27,64,1000000.0
13,27,78,19.391054114445847
13,27,85,0.6097165186615368
13,27,92,1000000.0
13,27,99,1000000.0
13,27,106,1000000.0
13,27,113,1.4764864203372183
13,27,120,999991.6422944318
13,27,127,1000000.0
13,27,148,1000000.0
13,35,1,1000000.0
13,35,8,1000000.0
13,35,15,13.093189384995092
13,35,22,1000000.0
13,35,36,1000000.0
13,35,43,1000000.0
