region,timePeriod,I
1,1,5085.0266692832
1,2,4017.171068733728
1,3,3464.0066125690937
1,4,2987.0129020183294
1,5,2575.7012254104056
1,6,2221.027166671393
1,7,1915.1917258207422
1,8,1651.469825175226
1,9,1822.066658115827
1,10,1622.1121458076695
1,11,1398.7473033299534
1,12,1206.1397996614191
1,13,1040.0543492480415
1,14,896.8388653565862
1,15,773.3441535969843
1,16,666.8546636466796
1,17,575.0287764625317
1,18,495.84731394364115
1,19,427.5691388136018
1,20,389.1616201961878
1,21,335.5740650951728
1,22,289.3655163315675
1,23,249.5198847327107
1,24,215.16099660501644
1,25,185.5333273725057
1,26,159.98538819331168
1,27,137.95540023909268
1,28,118.95894162616963
1,29,102.57829536424607
1,30,39.07958674526108
1,31,33.698327650438635
1,32,29.058067932973238
1,33,25.056771978602825
1,34,19.794849863096232
1,35,17.069099036947883
1,36,14.71868409956016
1,37,12.691921299050728
1,38,14.002996769242667
1,39,12.074784114117953
1,40,5.603199550032902
1,41,4.831638971993372
1,42,4.166322285549885
1,43,3.592619706829666
1,44,3.097915973199221
1,45,2.6713329436896887
1,46,2.303490397343619
1,47,1.986299769629403
1,48,1.7127862913514342
1,49,1.353101170167633
1,50,352.5088934385158
1,51,278.4820258164275
1,52,220.00080039497777
1,53,173.80063231203243
1,54,137.30249952650564
1,55,108.46897462593945
1,56,85.69048995449216
1,57,73.8909094877586
1,58,63.71613125129425
1,59,54.94241997799103
1,60,370.1783835050649
1,61,319.2048200964175
1,62,275.2503163691408
1,63,237.34834780511017
1,64,204.66548031234652
1,65,176.48304367333643
1,66,152.18132855951802
1,67,131.2259596168724
1,68,103.6685080973292
1,69,81.89812139689008
1,70,377.2010089215047
1,71,297.9887970479887
1,72,235.4111496679111
1,73,202.99503435863974
1,74,175.04261812745506
1,75,193.12452058002114
1,76,166.53127409615223
1,77,143.59991765311204
1,78,123.82620899227852
1,79,106.77534001404177
1,80,82.29188567601348
1,81,90.79263746634567
1,82,93.60720922780237
1,83,103.27683394103435
1,84,106.47841579320641
1,85,117.47763614464462
1,86,92.80733255426925
1,87,95.68435986345159
1,88,75.59064429212675
1,89,59.71660899078014
1,90,380.37212276719384
1,91,300.49397698608317
1,92,237.39024181900572
1,93,187.53829103701452
1,94,161.71426836121762
1,95,127.75427200536193
1,96,100.92587488423592
1,97,79.73144115854639
1,98,68.75242171101455
1,99,54.314413151701494
1,100,133.6563365678303
1,101,105.58850588858594
1,102,83.4149196519829
1,103,65.8977865250665
1,104,52.059251354802534
1,105,41.126808570294
1,106,32.49017877053225
1,107,35.846414237528236
1,108,39.549348828264904
1,109,40.77537864194112
1,110,373.66877802865616
1,111,295.1983346426384
1,112,233.20668436768432
1,113,184.23328065047065
1,114,145.54429171387181
1,115,125.50284274487167
1,116,108.22110129890287
1,117,93.31905565004394
1,118,73.72205396353472
1,119,63.57052713275599
1,120,371.98203077914786
1,121,293.8658043155268
1,122,232.1539854092662
1,123,183.4016484733203
1,124,144.88730229392306
1,125,114.46096881219923
1,126,90.42416536163739
1,127,71.43509063569354
1,128,56.4337216021979
1,129,44.58264006573634
1,130,358.0169870722814
1,131,282.8334197871023
1,132,223.43840163181082
1,133,176.51633728913055
1,134,139.44790645841314
1,135,110.1638461021464
1,136,113.57892533131292
1,137,89.72735101173721
1,138,70.8846072992724
1,139,61.1237968741626
1,140,383.02973942536835
1,141,330.2865443064951
1,142,340.5254271799964
1,143,351.0817154225763
1,144,277.35455518383526
1,145,219.11009859522986
1,146,173.09697789023159
1,147,136.74661253328296
1,148,108.02982390129354
1,149,85.3435608820219
1,150,17.570085381748868
1,151,13.880367451581606
1,152,10.96549028674947
1,153,8.662737326532081
1,154,6.8435624879603445
1,155,5.406414365488672
2,1,857.966315352209
2,2,634.0371070452825
2,3,468.55342210646376
2,4,346.26097893667674
2,5,255.88686343420412
2,6,189.10039207787685
2,7,139.745189745551
2,8,116.18415075445108
2,9,96.59550293725063
2,10,154.07820179009965
2,11,113.86379112288364
2,12,94.66635593956546
2,13,78.70560832815472
2,14,65.43584276402784
2,15,54.40335967401275
2,16,45.230953232974194
2,17,37.605014517894745
2,18,31.26480907017769
2,19,23.104693902861314
2,20,161.24972298877793
2,21,119.16354528870689
2,22,88.06185996835438
2,23,65.0777145166139
2,24,48.092431027777664
2,25,39.98404715649435
2,26,33.2427368059094
2,27,27.638011380433078
2,28,22.978242661692065
2,29,19.104110948930785
2,30,160.45463336170656
2,31,118.57597405430114
2,32,87.62764482612855
2,33,64.756829526509
2,34,47.85529702009015
2,35,35.36506449784662
2,36,29.402514623509678
2,37,24.445250657985948
2,38,18.065040236251615
2,39,13.350064734589944
2,40,0.0
2,41,0.0
2,42,0.0
2,43,0.0
2,44,0.0
2,45,0.0
2,46,0.0
2,47,0.0
2,48,0.0
2,49,0.0
2,50,159.20371965583618
2,51,117.65154882566294
2,52,97.81549769365617
2,53,72.28565279561191
2,54,60.09829173427174
2,55,44.41263759162681
2,56,32.820939180212214
2,57,24.254674054176828
2,58,17.924204126036678
2,59,13.245986849141104
2,60,157.44200238326678
2,61,116.34963976123414
2,62,85.98238378355204
2,63,63.540981616044945
2,64,46.95678541425721
2,65,34.70106442113608
2,66,25.64408660721956
2,67,18.950980002735253
2,68,14.004774222021352
2,69,10.349528150073779
2,70,157.32028225476193
2,71,116.25968858626906
2,72,85.91590986525284
2,73,71.43048746197121
2,74,81.38789741417
2,75,60.14565618907162
2,76,44.447639923723926
2,77,32.84680590363198
2,78,24.27378956278403
2,79,17.9383304868974
2,80,160.33722419504215
2,81,133.30436819575806
2,82,98.51192809666519
2,83,72.80031486343557
2,84,53.799432684078894
2,85,39.7577807535343
2,86,29.380999976861848
2,87,21.712558982900905
