region,timePeriod,S
3,33,83126.00959392717
3,34,83297.38183483094
3,35,83460.88186188927
3,36,83616.75704217248
3,37,83765.27308555799
3,38,83906.7066782462
3,39,84041.33983896291
3,40,84169.45562729746
3,41,84291.33491188167
3,42,84414.59611508547
3,43,84534.57524094464
3,44,84649.38545383961
3,45,84758.41973429988
3,46,84861.64394494568
3,47,84959.26592589193
3,48,85051.58291780076
3,49,85138.91310526464
3,50,85221.5664819442
3,51,85299.83380757076
3,52,85381.16580297254
3,53,85460.98291818211
3,54,85537.4097120803
3,55,85609.81306361806
3,56,85678.11320758033
3,57,85742.46216763485
3,58,85803.09621318309
3,59,85860.27023997651
3,60,85914.23031343796
3,61,85965.20366456833
3,62,86020.59905340268
3,63,86075.76219427251
3,64,86128.75247761143
3,65,86178.87718770518
3,66,86226.00067858108
3,67,86270.22194379404
3,68,86311.72666867702
3,69,86350.72141221554
3,70,86387.40604004089
3,71,86255.53576283275
3,72,86096.69306699932
3,73,85901.08641312785
3,74,85657.01321744166
3,75,85421.43726985704
3,76,85189.22356682246
3,77,84872.98106975283
3,78,84559.20457274003
3,79,84242.50338828539
3,80,83796.0843184704
3,81,83283.33889449161
3,82,82586.46728695322
3,83,81666.53057428509
3,84,80758.9617363323
3,85,79538.88791047393
3,86,77938.86004055654
3,87,75871.01243479416
3,88,73222.33354522946
3,89,69848.58037392028
3,90,65566.50904973672
3,91,60856.641810223206
3,92,63154.161532403625
3,93,59646.24918501624
3,94,61914.36221217022
3,95,60805.49598512997
3,96,59563.91478816888
3,97,57418.32999832705
3,98,54226.428118559925
3,99,49790.65329538148
3,100,46977.88450259635
3,101,50693.79134542875
3,102,51083.838971936755
3,103,51126.373765718774
3,104,50858.61365957294
3,105,50307.82561622292
3,106,49493.208236859624
3,107,48427.36426821723
3,108,47117.44785850042
3,109,45566.053496768785
3,110,43771.89940897448
3,111,42663.861768857874
3,112,41241.67526209208
3,113,39515.98994327086
3,114,37491.372372216916
3,115,35167.24645355498
3,116,32538.611211211548
3,117,29596.580230066298
3,118,24626.774265129618
3,119,19462.00442976245
3,120,14039.783997383242
3,121,20956.107887373502
3,122,23855.727847550927
3,123,24022.81876509856
3,124,23653.793374136243
3,125,22796.946681806636
3,126,21486.49895235981
3,127,18284.92511958141
3,128,14791.317871558163
3,129,11813.801578245671
3,130,16276.508995908815
3,131,16746.75677626717
3,132,16684.597305338055
3,133,16135.771326360024
3,134,21641.99992590482
3,135,26414.344008714685
3,136,30582.535816826345
3,137,34363.578572858845
3,138,37735.9712434173
3,139,40221.9342121252
3,140,42415.46812910748
3,141,44966.98286492251
3,142,47261.781464636755
3,143,49339.81921891036
3,144,51233.35856226088
3,145,52968.54968510846
3,146,54566.68096167867
3,147,56045.16844521374
3,148,57418.339143498815
3,149,58698.05130212177
3,150,59894.18584906277
3,151,61015.035985693576
3,152,62067.616245951955
3,153,63057.90787126012
3,154,63991.053813972416
3,155,64871.513889498034
4,1,18042.4737981064
4,2,16503.502459393294
4,3,15317.061770529666
4,4,14390.942206122025
4,5,13690.844280587602
4,6,13150.981281200737
4,7,12742.042151067195
4,8,12434.937044414888
4,9,12207.00364848433
4,10,12040.562018920344
4,11,11922.459175570759
4,12,11840.716108833367
4,13,11787.119356644165
4,14,11755.209179421334
4,15,11739.909833571655
4,16,11737.237559798945
4,17,11744.069962494585
4,18,11757.963884651428
4,19,11777.01159098126
4,20,11799.727211416444
4,21,11824.957087373135
4,22,11851.773263065807
4,23,11879.682275169842
4,24,11908.013075322064
4,25,11936.327700659394
4,26,11964.359400415102
4,27,11991.89133360497
4,28,12018.73577757957
4,29,12044.793732845284
4,30,12069.98132444334
4,31,12094.250710962786
4,32,12117.648570375855
4,33,12140.12574908116
4,34,12161.663288674072
4,35,12182.261826939199
4,36,12201.934726961072
4,37,12220.703567008697
4,38,12238.595141396565
4,39,12255.639440399416
4,40,12271.86827337063
4,41,12287.314320805925
4,42,12302.083654271017
4,43,12316.169042923677
4,44,12329.580533663022
4,45,12342.33775941147
4,46,12354.465359621605
4,47,12365.990273543695
4,48,12376.940158236233
4,49,12387.342480250329
4,50,12397.224009274412
4,51,12406.431231799706
4,52,12415.313133016843
4,53,12423.831588678604
4,54,12431.970460942624
4,55,12439.729929233152
4,56,12447.1125799769
4,57,12454.129857979162
4,58,12460.795869720929
4,59,12467.132918378775
4,60,12473.147168647278
4,61,12478.675828721054
4,62,12484.06718863537
4,63,12489.26322645057
4,64,12494.241112838914
4,65,12498.991660441932
4,66,12503.53852325453
4,67,12507.851192890963
4,68,12511.940998758713
4,69,12515.818950908884
4,70,12519.496189190404
4,71,12522.804167732455
4,72,12526.085918000008
4,73,12529.277848967104
4,74,12532.351847879381
4,75,12535.29371106073
4,76,12538.097941331944
4,77,12540.77989050292
4,78,12543.31073420545
4,79,12545.711763887826
4,80,12547.988246608335
4,81,12550.14923765861
4,82,12552.195919063899
4,83,12554.13532092587
4,84,12555.97384577103
4,85,12557.7173579042
4,86,12559.371256119619
4,87,12560.940533158508
4,88,12562.429824595501
4,89,12563.843449278183
4,90,12565.185443002589
4,91,12566.459586758698
4,92,12567.633538448408
4,93,12568.82608214288
4,94,12570.00376964192
4,95,12571.147071379035
4,96,12572.245306982892
4,97,12573.293347025809
4,98,12574.289479359632
4,99,12575.23403885172
4,100,12576.128535658792
4,101,12576.978055070264
4,102,12577.779686084063
4,103,12578.536959729765
4,104,12579.252991797432
4,105,12579.930553724069
4,106,12580.572129409637
4,107,12581.179960876583
4,108,12581.75608507705
4,109,12582.302363669918
4,110,12582.82050720906
4,111,12583.31209488322
4,112,12583.74270187859
4,113,12584.229124316607
4,114,12584.736042531042
4,115,12585.27550095197
4,116,12585.787355726845
4,117,12586.270451784538
4,118,12586.724469544884
4,119,12587.145856900652
4,120,12587.542873759963
4,121,12587.918515818345
4,122,12588.27064603326
4,123,12588.601433242398
4,124,12588.912729260002
4,125,12589.206128530179
4,126,12589.483015599071
4,127,12589.744602946677
4,128,12589.99196118631
4,129,12590.226043218889
4,130,12590.447703596734
4,131,12590.657714088733
4,132,12590.85677623124
4,133,12591.045531484955
4,134,12591.22456948847
4,135,12591.394434796672
4,136,12591.555632411304
4,137,12591.70863234696
4,138,12591.853873425218
4,139,12591.991766449679
4,140,12592.122696883009
4,141,12592.062050940267
4,142,12592.14517255805
4,143,12592.308465667511
4,144,12592.512291021078
4,145,12592.732434593085
4,146,12592.954530666046
4,147,12593.170432351826
4,148,12593.375862455068
4,149,12593.568903527159
4,150,12593.749035898265
4,151,12593.91977510067
4,152,12594.075936067038
4,153,12594.219516377118
4,154,12594.352147311396
4,155,12594.475168114323
5,1,473043.732407652
5,2,426397.3300947223
5,3,389524.3532118834
5,4,362517.452381129
5,5,341454.4916569466
5,6,325055.56664524134
5,7,312273.89399430924
5,8,302342.50266667746
5,9,294655.60951625067
5,10,288734.80832593446
5,11,284221.0828352939
5,12,280796.50526178075
5,13,278223.8427750099
5,14,276316.50246502296
5,15,274927.747953216
5,16,273942.217436835
5,17,273269.2499741567
5,18,272837.6330790571
5,19,272591.4679061258
5,20,272486.9135115417
5,21,272489.62279804767
5,22,272578.3707685788
5,23,272729.77856905863
5,24,272925.9100764893
5,25,273153.02920242917
5,26,273373.9776619114
5,27,273609.43355228705
5,28,273881.21525802434
5,29,274154.4655295979
5,30,274425.7396615101
5,31,274692.53025529
5,32,274958.8295475316
5,33,275220.940575638
5,34,275476.4121340885
5,35,275723.6774227456
5,36,275961.7943886706
5,37,276190.2594307815
5,38,276408.8739867593
5,39,276617.64920447057
5,40,276816.738012536
5,41,277006.13027437124
5,42,277192.3108745417
5,43,277373.12745377107
5,44,277547.29365355126
5,45,277714.1121181948
5,46,277873.28074478894
5,47,278024.75789732055
5,48,278168.66925544693
5,49,278305.2439560065
5,50,278434.7712575732
5,51,278557.57151285163
5,52,278679.83887731534
5,53,278799.42583142995
5,54,278915.02089658484
5,55,279025.8795327038
5,56,279131.6365026796
5,57,279232.17581176694
5,58,279327.5411978966
5,59,279417.8750693369
5,60,279503.37730606244
5,61,279584.2778549587
5,62,279666.7073967693
5,63,279748.41799792973
5,64,279828.00338969915
5,65,279904.6291395783
5,66,279977.8445062129
5,67,280047.45201348624
5,68,280113.4176703665
5,69,280175.3348470899
5,70,280233.5784385315
5,71,280288.46563489694
5,72,280346.42358544277
5,73,280405.05779219227
5,74,280462.8424853913
5,75,280518.843892744
5,76,280572.52708599856
5,77,280623.6219159692
5,78,280657.3701746118
5,79,280689.5431455278
5,80,280720.13826610666
5,81,280764.95639241155
5,82,280806.66681702016
5,83,280845.5516415716
5,84,280881.8673519065
5,85,280915.8443938729
5,86,280947.68825375865
5,87,280977.5813493752
5,88,281005.6852863256
5,89,281031.565134594
5,90,281056.56177368906
5,91,281080.1479179764
5,92,281108.6728413163
5,93,281139.58293274074
5,94,281171.2156345278
5,95,281202.51842203306
5,96,281232.8522841782
5,97,281261.85500906565
5,98,281288.6798345024
5,99,281313.609450899
5,100,281336.87206789944
5,101,281358.65331784467
5,102,281385.3076866322
5,103,281414.309768269
5,104,281444.02070048003
5,105,281473.4074381918
5,106,281501.84665774315
5,107,281528.9885159649
5,108,281554.66260279313
5,109,281578.81352470635
5,110,281601.4572048065
