region,timePeriod,administeredVaccines
3,138,234.2901315558736
3,139,239.65626176920972
3,140,240.0131485721481
3,141,237.19672438496562
3,142,229.85765792818216
3,143,221.4883194153399
3,144,252.06073643231844
3,145,253.77547710764182
3,146,252.26688899621794
3,147,248.5092436572514
3,148,241.53286326988615
3,149,233.34987723060672
3,150,254.29255952660012
3,151,268.7969769956208
3,152,271.04326512197713
3,153,270.8584158593467
3,154,277.1964575483771
3,155,280.5524170302412
4,2,4510.6184495266
4,3,3364.3852567594377
4,4,2562.1513327144253
4,5,1957.1966249313432
4,6,1501.5166211437331
4,7,1157.9743218119513
4,8,898.8581345378867
4,9,703.2351293589132
4,10,555.4272446649587
4,11,443.6141058874115
4,12,358.90871920929504
4,13,294.62289951974657
4,14,245.72281017954575
4,15,208.4169960634625
4,16,179.8534373400757
4,17,157.88215742313125
4,18,140.88551569175962
4,19,127.64413527973868
4,20,117.24020272286909
4,21,108.98182868940742
4,22,102.34805813650284
4,23,96.94619495627815
4,24,92.48033495651065
4,25,88.72743898303489
4,26,85.51935173081579
4,27,82.72925908189477
4,28,80.26148837424442
4,29,78.04382618621898
4,30,76.0217321167425
4,31,74.15398053194285
4,32,72.40937781355427
4,33,70.76428966200211
4,34,69.20077853417398
4,35,67.7052006428127
4,36,66.26714910824056
4,37,64.8786578426761
4,38,63.533601828114236
4,39,62.227245326349724
4,40,60.95541165342756
4,41,59.716313580187155
4,42,58.50652125733441
4,43,57.32529939784502
4,44,56.17004275445803
4,45,55.04059251963237
4,46,53.93484238168363
4,47,52.852948513078736
4,48,51.793114495751205
4,49,50.75566472463519
4,50,49.73900318089479
4,51,48.743540077711174
4,52,47.76781623409888
4,53,46.81228148530162
4,54,45.87558411452434
4,55,44.95816435349941
4,56,44.05877144268703
4,57,43.17783805580585
4,58,42.31416940736017
4,59,41.46821283546339
4,60,40.638806754960996
4,61,39.82639400470699
4,62,39.0298632507067
4,63,38.24964307334993
4,64,37.48467497594876
4,65,36.735353272453885
4,66,36.00067596362257
4,67,35.281034610066094
4,68,34.57544922998449
4,69,33.884302810463
4,70,33.20666017196701
4,71,32.54287251064903
4,72,31.892059022662114
4,73,31.254551352782943
4,74,30.62949858967943
4,75,30.017235008919034
4,76,29.41692769817595
4,77,28.82890314853917
4,78,28.252361396834292
4,79,27.68761604510625
4,80,27.133898826063014
4,81,26.59151094677542
4,82,26.059714569488513
4,83,25.538798988349086
4,84,25.028055583922004
4,85,24.5277622041364
4,86,24.037238287450386
4,87,23.556750685927803
4,88,23.085645783044093
4,89,22.624179868725665
4,90,22.171725203560317
4,91,21.72852793257756
4,92,21.293985168367684
4,93,20.8683333121737
4,94,20.450993344355048
4,95,20.042192307819313
4,96,19.641374105592746
4,97,19.248756792564045
4,98,18.863806286833615
4,99,18.486732010998423
4,100,18.117021026624094
4,101,17.754874465700585
4,102,17.39979969618577
4,103,17.051989887643412
4,104,16.710971910506224
4,105,16.37693128711341
4,106,16.049413618290625
4,107,15.728597081883189
4,108,15.414045267598741
4,109,15.10592929953899
4,110,14.803830044140897
4,111,14.507911851004893
4,112,14.217772179339262
4,113,13.933568872432117
4,114,13.654915325382794
4,115,13.381963132739667
4,116,13.114340994618184
4,117,12.85219450420315
4,118,12.595169199040368
4,119,12.34339847221025
4,120,12.096548378460575
4,121,11.854744814830145
4,122,11.617665113318113
4,123,11.38543612326386
4,124,11.15774196908983
4,125,10.934706521668348
4,126,10.716026383324074
4,127,10.501820521498379
4,128,10.291797549537451
4,129,10.086071725192939
4,130,9.884363197323488
4,131,9.686781700429279
4,132,9.493058462200668
4,133,9.303298872948087
4,134,9.11724480059655
4,135,8.934997463242192
4,136,8.756308947813348
4,137,8.581276465360565
4,138,8.409661917261293
4,139,8.241558666151306
4,140,8.076738039319292
4,141,7.915289703337643
4,142,7.756994038250342
4,143,7.601937160886742
4,144,7.449908145663003
4,145,7.3009897001933775
4,146,7.154979249070977
4,147,7.011956225659722
4,148,6.8717260741606125
4,149,6.734306751785947
4,150,6.599641591203782
4,151,6.467672435583503
4,152,6.33834575968033
4,153,6.211606881658341
4,154,6.087461073052191
4,155,5.9657333545306965
5,2,118260.933101913
5,3,87790.56113723107
5,4,66429.24158659721
5,5,50318.57789493063
5,6,38182.77792597588
5,7,29039.603483281837
5,8,22151.728389681673
5,9,16956.631879681143
5,10,13041.130070588328
5,11,10087.634605727366
5,12,7858.574761713621
5,13,6175.553005415022
5,14,4902.75675194135
5,15,3939.1374937204705
5,16,3208.9700893273202
5,17,2654.375331069245
5,18,2232.0691890442863
5,19,1909.4571450893377
5,20,1662.0750802145992
5,21,1471.2081511862984
5,22,1323.2263207838384
5,23,1207.425629975113
5,24,1116.0928632934877
5,25,1043.143160805138
5,26,984.2152300205482
5,27,935.8610030744308
5,28,895.5515116729758
5,29,860.6646703593256
5,30,830.5497416778832
5,31,804.0993762110024
5,32,780.4854814026708
5,33,759.1089984129168
5,34,739.4157601072624
5,35,721.1605464649053
5,36,703.948644217156
5,37,687.7068821112387
5,38,672.1356062946712
5,39,657.2680850190294
5,40,642.8499284540723
5,41,628.9839553765426
5,42,615.4324991933474
5,43,602.2953595689356
5,44,589.4911762100425
5,45,577.0516780992562
5,46,564.8437088383274
5,47,552.8433934469141
5,48,541.1593507882455
5,49,529.7186453246227
5,50,518.5835594742821
5,51,507.5308519524193
5,52,496.846638115909
5,53,486.21765005401255
5,54,475.9566774363095
5,55,465.72678458970205
5,56,455.8668168052814
5,57,446.01490497321765
5,58,436.53653201351364
5,59,427.0437337633524
5,60,417.82605834150104
5,61,408.7793965423428
5,62,400.01155722222325
5,63,391.1860870911458
5,64,382.7521141276734
5,65,374.23662194701836
5,66,366.1206246963325
5,67,357.9003602468327
5,68,350.08848853608794
5,69,342.1492471817588
5,70,334.6282180047587
5,71,326.9562956201376
5,72,319.7133407529759
5,73,312.29548762102434
5,74,305.1585477046487
5,75,298.1432978094066
5,76,291.4180479893367
5,77,284.4703711752203
5,78,277.98972910279474
5,79,271.25869184437346
5,80,265.00949500755416
5,81,258.4834075831215
5,82,252.455019538593
5,83,246.12247144336027
5,84,240.09305150797658
5,85,234.15659411731107
5,86,228.53663674014135
5,87,222.55826991153947
5,88,217.13203291704872
5,89,211.31454467509795
5,90,206.0698753754011
5,91,200.40297554322217
5,92,195.33085490779922
5,93,189.80442023418522
5,94,184.6197793522212
5,95,179.50295537734223
5,96,174.72275130968166
5,97,184.02898263331548
5,98,179.66931149464497
5,99,186.28661365776628
5,100,182.3738631816274
5,101,186.61240305973882
5,102,188.86333543549404
5,103,189.70147359865666
5,104,189.4622830430808
5,105,186.0756075839573
5,106,185.0160511605165
5,107,183.33379219807105
5,108,181.2196126643542
5,109,178.78826212308343
5,110,176.12870705398066
5,111,173.30939729936597
5,112,169.96361505823737
5,113,167.0790098666532
5,114,163.78186164086313
5,115,160.51615719611206
5,116,157.692570560658
5,117,154.82163307374162
5,118,151.94865732814938
5,119,149.08232570700127
5,120,146.2342274670022
5,121,143.41299731543836
5,122,140.6270089471295
5,123,137.87679774327907
5,124,135.16642852514525
5,125,132.5015060526914
5,126,129.88317332196618
5,127,127.30833388033938
5,128,124.7828354998036
5,129,122.30176504735013
5,130,119.81027247375971
5,131,117.43894821525735
5,132,115.10947866161607
5,133,112.82422307411218
5,134,110.57958707197011
5,135,108.37885546556248
5,136,106.221453278921
5,137,104.10387824468113
5,138,102.02864230307073
5,139,99.99409400493758
5,140,98.00049791902714
5,141,96.04449427457456
5,142,94.12895906918594
5,143,92.2497082077657
5,144,90.3670275768464
5,145,88.57337118138764
5,146,86.81262603200169
5,147,85.03980026748975
5,148,83.35751033806451
5,149,81.70472428026768
5,150,80.08237361456894
5,151,78.4904087617361
5,152,76.92943297618251
5,153,75.39689437665676
5,154,73.89478227921167
5,155,72.38687908318954
6,2,319019.2571837525
6,3,238091.95746049026
6,4,178341.60870107028
6,5,136349.6613273647
6,6,104649.39450504426
6,7,80812.4226601561
6,8,62850.41566702581
6,9,49307.92001978891
6,10,39089.44619100935
6,11,31370.929292858425
6,12,25532.533562873126
6,13,21108.08520189976
6,14,17747.01555391194
6,15,15185.72163858536
6,16,13226.015268215271
6,17,11718.907532010857
6,18,10552.408797885913
6,19,9642.35067829986
6,20,8925.4820760069
6,21,8354.27638245466
6,22,7893.026143466952
6,23,7514.906327737016
6,24,7199.766238363391
6,25,6932.469500432578
6,26,6701.646260825399
6,27,6498.7553810315
6,28,6317.379723724813
6,29,6152.696687560326
6,30,6001.080481789317
6,31,5859.803419515736
6,32,5726.811623988798
6,33,5600.556647361023
6,34,5479.869093468307
6,35,5363.86378996134
6,36,5251.8686524322775
6,37,5143.371336183922
6,38,5037.979239625252
6,39,4935.389527072601
6,40,4835.366668372515
6,41,4737.725616237764
6,42,4642.319210654041
6,43,4549.028751647266
6,44,4457.756946038199
6,45,4368.42263231393
6,46,4280.956836778537
6,47,4195.299826010243
6,48,4111.398904598104
6,49,4029.20677010886
6,50,3948.68028446794
6,51,3869.7795563527748
6,52,3792.4672557402923
6,53,3716.7081016385464
6,54,3642.4684789279595
6,55,3569.7161513893975
6,56,3498.420046341475
6,57,3428.550092551488
6,58,3360.0770977508073
6,59,3292.972655572246
6,60,3227.209074330487
6,61,3161.4430624246875
6,62,3097.022198540084
6,63,3035.7829607878602
6,64,2975.6059081996973
6,65,2916.5284531847847
6,66,2858.551882774983
6,67,2801.6723417213652
6,68,2745.8818435892194
6,69,2691.1693417241677
6,70,2637.5215417888676
6,71,2584.923521291939
6,72,2533.359201818629
6,73,2482.8117088272393
6,74,2433.2636455755037
6,75,2384.697301429137
6,76,2337.09481000161
6,77,2290.4382689173003
6,78,2244.7098302044747
6,79,2199.891768201301
6,80,2155.966530238854
6,81,2112.9167741294136
6,82,2070.7253955448646
6,83,2029.3755476490949
6,84,1988.850654797123
6,85,1949.1344216919751
6,86,1910.2108390674507
6,87,1871.290221297949
6,88,1834.1063000931254
6,89,1797.6117590892404
6,90,1761.8156375181134
6,91,1726.710860776639
6,92,1692.289036023058
6,93,1657.7962305870788
6,94,1624.0088985800528
6,95,1591.947814705538
6,96,1560.430241118762
6,97,1529.4796846411166
6,98,1499.0990268526693
6,99,1469.2879521221744
6,100,1440.0435842789077
6,101,1411.3611401853739
6,102,1383.2344260462903
6,103,1355.6562160494564
6,104,1328.6185411934634
6,105,1302.1129095477788
6,106,1276.1304741349177
6,107,1250.6621607790958
6,108,1225.69876533929
6,109,1200.7188165788698
6,110,1176.8706506323272
6,111,1153.4619540170756
6,112,1130.4993932013313
6,113,1107.9788787155617
6,114,1085.895376380584
6,115,1064.2430723440666
6,116,1043.0155956780395
6,117,1022.2061864730987
6,118,1001.807823680882
6,119,981.8133222320535
6,120,962.2154067039619
6,121,943.0067670812676
6,122,924.1801008363816
6,123,905.3476215621963
6,124,887.3621105516721
6,125,869.7089743255876
6,126,852.3929321706526
6,127,835.4107430646015
6,128,818.7584881039489
6,129,802.4316881814378
6,130,786.425465530942
6,131,770.734665634637
6,132,755.3539498859082
6,133,740.277865936385
6,134,725.5009010159653
6,135,711.0175222551471
6,136,696.8222070812536
6,137,682.9094660313773
6,138,669.2738597700632
6,139,655.9100116771532
6,140,642.8126170491342
6,141,629.9764497117266
6,142,617.3963666540408
6,143,605.0673111515473
6,144,592.9843147357876
6,145,581.1424982851839
6,146,569.5370724473728
6,147,558.1633375545431
6,148,547.0166831557683
6,149,536.0925872615705
6,150,525.3908605921329
6,151,514.8943769056617
6,152,504.40883402032773
6,153,494.3804392802605
6,154,484.3038088531124
6,155,474.43262104355097
7,2,2240.7792205378373
7,3,1674.4138758778442
7,4,1277.8288685129196
7,5,978.7327651949491
7,6,753.4152034125901
7,7,583.6185286494456
7,8,455.6041839882254
7,9,359.1768103357377
7,10,286.11331158196043
7,11,225.03456323018136
7,12,184.76581840186608
7,13,154.24822515851605
7,14,131.04647808597804
7,15,113.3453720585119
7,16,99.78000152384625
7,17,89.32441742418101
7,18,81.20761226014322
7,19,74.85030010789752
7,20,69.81734768475181
7,21,65.78198631493017
7,22,62.498890861864545
7,23,59.78393180954487
7,24,57.498948935890205
7,25,55.540303335477645
7,26,53.83027198900764
7,27,52.31058055131334
7,28,50.93754429867424
7,29,49.67841836862073
7,30,48.50865718205258
7,31,47.40985727180876
7,32,46.36821368850289
7,33,45.37336225783662
7,34,44.417511645668455
7,35,43.49479302448774
7,36,42.60077306767283
7,37,41.732089486657074
7,38,40.886178470541275
7,39,40.061071015601364
7,40,39.25524086668217
7,41,38.467491102669335
7,42,37.69686963708791
7,43,36.94260633803138
7,44,36.20406629896477
7,45,35.480715163856225
7,46,34.7720934397052
7,47,34.07779750194144
7,48,33.39746557736027
7,49,32.73076742334928
7,50,32.077396747319234
7,51,31.437065653661275
7,52,30.80950058763887
7,53,30.19443938172944
7,54,29.578822130159182
7,55,28.99134737832171
7,56,28.414689135301163
7,57,27.849014833318485
7,58,27.29422352385389
7,59,26.750191244378893
7,60,26.21677500806113
7,61,25.693818251727997
7,62,25.181154938693407
7,63,24.6786126723316
7,64,24.186015057209367
7,65,23.703183487815
7,66,23.229938501507533
7,67,22.766100799439705
7,68,22.31149201430425
7,69,21.865935284874308
7,70,21.429255682989705
7,71,21.001280527771854
7,72,20.58183961359558
7,73,20.170765372070942
7,74,19.76789298351507
7,75,19.37306044975922
7,76,18.98610863736623
7,77,18.606881298220106
7,78,18.235225072835178
7,79,17.87098948049807
7,80,17.514026899410414
7,81,17.164192539275668
7,82,16.821344408217207
7,83,16.48534327548682
7,84,16.156052631093388
7,85,15.833338643227354
7,86,15.517070114160134
7,87,15.207118435145576
7,88,14.903357540732662
7,89,14.605663862806944
7,90,14.313916284606972
7,91,14.027996094906216
7,92,13.747786942507565
7,93,13.473174791163402
7,94,13.20404787500761
7,95,12.940296654564783
7,96,12.677469393280195
7,97,12.425279174065501
7,98,12.17782652027793
7,99,11.935146169380006
7,100,11.697182075355501
7,101,11.463870743268
7,102,11.235142645375005
7,103,11.010924104845312
7,104,10.791138704471066
7,105,10.575708347115144
7,106,10.36455405252658
7,107,10.157596554644458
7,108,9.954756747871494
7,109,9.75595601898833
7,110,9.561116492456701
7,111,9.370161210116724
7,112,9.183014261186061
7,113,8.99960087461408
7,114,8.819847482928035
7,115,8.643681764501544
7,116,8.47103266950465
7,117,8.30183043352921
7,118,8.13600658192399
7,119,7.973493927146521
7,120,7.81422656088678
7,121,7.658139842298673
7,122,7.502592385329636
7,123,7.353348313574087
7,124,7.206907076384753
7,125,7.063289522203796
7,126,6.922462609605997
7,127,6.784388862035702
7,128,6.649027210648811
7,129,6.516334114106211
7,130,6.383936454822712
7,131,6.254327912125067
7,132,6.127386360320324
7,133,6.003034190311938
7,134,5.885132198246928
7,135,5.769076055308604
7,136,5.654995429118047
7,137,5.542930275226962
7,138,5.4301288760835575
7,139,5.322863527523858
7,140,5.217429813216146
7,141,5.1139010620744125
7,142,5.009819415398567
7,143,4.907962129974158
7,144,4.80828521614433
7,145,4.7105148103126036
7,146,4.614884667418136
7,147,4.521019723127038
7,148,4.429220171844641
7,149,4.339061738110419
7,150,4.250908443611764
7,151,4.1642822879976755
7,152,4.079610968814056
7,153,3.9963592132105346
7,154,3.914876780702539
7,155,3.834996968782801
8,2,33082.5303694425
8,3,24591.947142534023
8,4,18641.12864890837
8,5,14152.920817931932
8,6,10766.222677925585
8,7,8219.697379046851
8,8,6297.267124339813
8,9,4850.528510491566
8,10,3757.552921313472
8,11,2933.9883696272013
8,12,2311.0016542158905
8,13,1840.6551404346883
8,14,1484.0725511997853
8,15,1214.014673960442
8,16,1008.7283864870709
8,17,852.2556271919748
8,18,732.4670117096585
8,19,640.5561490872669
8,20,569.5628501086871
8,21,514.3576051333563
8,22,471.07591460789246
8,23,436.8072268521549
8,24,409.3594609418949
8,25,387.0804398224513
8,26,368.7183627102579
8,27,353.35384242866627
8,28,340.26952327620455
8,29,328.93247963890724
8,30,318.93830488603516
8,31,309.9901758811774
8,32,301.85353694368865
8,33,294.35987893063634
8,34,287.37440488900637
8,35,280.80135809152574
8,36,274.5637346814422
8,37,268.60448914935
8,38,262.88012565122966
8,39,257.35738245451364
8,40,252.01071489456584
8,41,246.82039994508355
8,42,241.7711086157403
8,43,236.8508306510004
8,44,232.05006453492624
8,45,227.36120729299697
8,46,222.7781079337377
8,47,218.29565503736876
8,48,213.90966068882364
8,49,209.6164674755151
8,50,205.4129939626918
8,51,201.2964815930272
8,52,197.26447479147453
8,53,193.31474381937974
8,54,189.44523677014067
8,55,185.65404312541946
8,56,181.93936615928544
8,57,178.29950200746194
8,58,174.7328237594803
8,59,171.23776933682683
8,60,167.8128322254304
8,61,164.45655436074415
8,62,161.1675206368301
8,63,157.94435464127037
8,64,154.78571531595276
8,65,151.69029431775866
8,66,148.65681390890336
8,67,145.6840252486478
8,68,142.77070698971093
8,69,139.9156641065247
8,70,137.1177269004055
8,71,134.3757501402273
8,72,131.68861230735664
8,73,129.05521492127568
8,74,126.47448192809372
8,75,123.94535913849835
8,76,121.46681370497446
8,77,119.0378336305896
8,78,116.65742730350406
8,79,114.32462305276765
8,80,112.03846872202122
