region,timePeriod,X
44,4,12.6948316
44,5,13.902593828750001
44,6,14.750207837750002
44,7,15.34561400160938
44,8,15.76437463118719
44,9,16.059384791483946
44,10,16.267675770373327
44,11,16.41517413390381
44,12,16.52003293380715
44,13,16.5949635414945
44,14,16.648867942484166
44,15,16.687981350005032
44,16,16.716672045756326
44,17,16.738001277744594
44,18,16.754115197850616
44,19,16.766519226753363
44,20,16.776270117572388
44,21,16.784110408203453
44,22,16.790562545350056
44,23,16.795994778372297
44,24,16.8006672916565
44,25,16.804764503615647
44,26,16.808417682014245
45,0,0.0
45,1,2.82744
45,2,4.806648000000001
45,3,6.193307400000002
45,4,7.1653041600000025
45,5,7.846997623500004
45,6,8.325418089450004
45,7,8.661486319526254
45,8,8.897849381468252
45,9,9.064363074497786
45,10,9.181929234702434
45,11,9.265181792045498
45,12,9.324367015797952
45,13,9.366659684356364
45,14,9.39708441368236
45,15,9.419160592478914
45,16,9.435353842491436
45,17,9.447392046112391
45,18,9.45648657082864
45,19,9.463487131202514
45,20,9.468990196883102
45,21,9.473414882607447
45,22,9.477056075375021
45,23,9.480121627434833
45,24,9.482758395143083
45,25,9.485070469741924
45,26,9.487131942304023
46,0,0.0
46,1,18.212040000000002
46,2,30.960468000000006
46,3,39.89218590000001
46,4,46.15298856000001
46,5,50.543896457250014
46,6,53.62548710557502
46,7,55.790161881654406
46,8,57.3126180747514
46,9,58.38516215632399
46,10,59.14242653586756
46,11,59.67867094987242
46,12,60.05989342104364
46,13,60.33230796305685
46,14,60.52827901404977
46,15,60.67047557774932
46,16,60.77477915894328
46,17,60.852319353053126
46,18,60.91089879184036
46,19,60.955990636756276
46,20,60.991436854073996
46,21,61.01993703577918
46,22,61.04339060107642
46,23,61.063136362982945
46,24,61.08012024920602
46,25,61.095012729806285
46,26,61.10829103845836
47,0,0.0
47,1,3.09276
47,2,5.257692
47,3,6.7744721000000006
47,4,7.837678640000002
47,5,8.583308907250002
47,6,9.106601029075001
47,7,9.474190918809377
47,8,9.732725278324123
47,9,9.914859740220098
47,10,10.043456260076649
47,11,10.134521102105289
47,12,10.199261405191738
47,13,10.24552478566635
47,14,10.278807061896968
47,15,10.302957669661875
47,16,10.32067345878061
47,17,10.33384435666286
47,18,10.343795338404611
47,19,10.351455811186806
47,20,10.357478188419163
47,21,10.362320896452394
47,22,10.366306483847701
47,23,10.369662302207866
47,24,10.372548986884258
47,25,10.375080397390793
47,26,10.377337579416777
48,0,0.0
48,1,210.14928
48,2,357.253776
48,3,460.3171387999998
48,4,532.5607299199999
48,5,583.2275488569999
48,6,618.7861164858998
48,7,643.7643641521274
48,8,661.3320321789313
48,9,673.7081507527288
48,10,682.4462473158117
48,11,688.6339878164445
48,12,693.0329254315062
48,13,696.1763250639581
48,14,698.4376409436068
48,15,700.078451389419
48,16,701.2820135650429
48,17,702.1767522083572
48,18,702.8527021230359
48,19,703.3730182844517
48,20,703.7820332575261
48,21,704.1108977157579
48,22,704.3815291147455
48,23,704.6093760583511
48,24,704.8053536349735
48,25,704.9771984189027
48,26,705.1304172239322
49,0,0.0
49,1,51.2028
49,2,87.04476000000001
49,3,112.15611300000002
49,4,129.75823920000002
49,5,142.10319225750004
49,6,150.76702506525004
49,7,156.85296654268132
49,8,161.1333228324713
49,9,164.14875987851033
49,10,166.277794109321
49,11,167.78543496017613
49,12,168.857234601443
49,13,169.62312284390853
49,14,170.17409168248946
49,15,170.57387458490842
49,16,170.8671220962434
49,17,171.08512485983755
49,18,171.24981982473
49,19,171.37659467901256
49,20,171.47625103692522
49,21,171.55637874938327
49,22,171.6223179969271
49,23,171.67783282658985
49,24,171.72558269591667
49,25,171.76745261858028
49,26,171.80478432787285
50,0,0.0
50,1,165.74580000000003
50,2,281.76786000000004
50,3,363.05445549999996
50,4,420.0333412
50,5,459.99451755125006
50,6,488.03973968337516
50,7,507.7402099492597
50,8,521.5959185733246
50,9,531.3570258867016
50,10,538.2488068403427
50,11,543.1291090686907
50,12,546.598573414029
50,13,549.0777886023961
50,14,550.861299873646
50,15,552.1554153709225
50,16,553.1046709460473
50,17,553.8103558393146
50,18,554.3434809557477
50,19,554.7538569438394
50,20,555.0764491217627
50,21,555.3358261832552
50,22,555.5492745363989
50,23,555.7289785731934
50,24,555.8835470790638
50,25,556.0190819292816
50,26,556.1399263757372
51,0,0.0
51,1,59.24358
51,2,100.71408600000001
51,3,129.76887305
51,4,150.13520012
51,5,164.41877863637504
51,6,174.44316152271253
51,7,181.48482644716034
51,8,186.4373608843918
51,9,189.92633582076203
51,10,192.38970910846834
51,11,194.13410670701575
51,12,195.37421950927194
51,13,196.260381230185
51,14,196.89787305613942
51,15,197.36043702455703
51,16,197.69973550818634
51,17,197.95197296717703
51,18,198.14253128289815
51,19,198.28921459360924
51,20,198.4045207763279
51,21,198.4972315761909
51,22,198.5735257844569
51,23,198.63775854618694
51,24,198.6930069545446
51,25,198.74145204178424
51,26,198.78464624417182
52,0,0.0
52,1,132.99066
52,2,226.08412199999998
52,3,291.30663735
52,4,337.02519924000006
52,5,369.08913821962506
52,6,391.59198656448757
52,7,407.3991958148598
52,8,418.51670126406026
52,9,426.3487917540566
52,10,431.87860003637905
52,11,435.7944435409957
52,12,438.5782628180635
52,13,440.5675286949845
52,14,441.9985775727297
52,15,443.03694641283926
52,16,443.79860749531963
52,17,444.3648330027394
52,18,444.79260047013224
52,19,445.1218768288966
52,20,445.38071745504135
52,21,445.58883570960205
52,22,445.76010181324074
52,23,445.9042922449619
52,24,446.0283144983819
52,25,446.13706457943056
52,26,446.23402741463644
53,0,0.0
53,1,67.98528
53,2,115.574976
53,3,148.91694880000003
53,4,172.28843392000005
53,5,188.6796291320001
53,6,200.1831621284001
53,7,208.26386153169014
53,8,213.9471683207941
53,9,217.95095975207008
53,10,220.77781664878756
53,11,222.77960923405294
53,12,224.20270716454561
53,13,225.21962668091442
53,14,225.95118375908595
53,15,226.48200145968377
53,16,226.8713652086861
53,17,227.16082162364236
53,18,227.3794978152336
53,19,227.5478250154133
53,20,227.68014522830157
53,21,227.78653599144775
53,22,227.8740878090682
53,23,227.94779845064977
53,24,228.01119905054173
53,25,228.06679246371178
53,26,228.11636019651417
54,0,0.0
54,1,3.3461999999999996
54,2,5.68854
54,3,7.329614499999999
54,4,8.4799468
54,5,9.28671287375
54,6,9.852910764125001
54,7,10.250638571428128
54,8,10.530367965463128
54,9,10.727432490126933
54,10,10.866568912217868
54,11,10.9650960984292
54,12,11.035140235783295
54,13,11.085192483587019
54,14,11.121199341122686
54,15,11.147325911267068
54,16,11.166490191744074
54,17,11.180737085385124
54,18,11.19150021337564
54,19,11.1997851902887
54,20,11.206297922081554
54,21,11.211534419892578
54,22,11.215843674638519
54,23,11.219471673924991
54,24,11.222592218341617
54,25,11.22532849710355
54,26,11.227768195023682
55,0,0.0
55,1,11.71566
55,2,19.916622
55,3,25.662324850000005
55,4,29.689849240000008
55,5,32.51448525087501
55,6,34.49684792386252
55,7,35.88936593321908
55,8,36.86874985304458
55,9,37.55870890182312
55,10,38.04585103421704
55,11,38.39081278720067
55,12,38.636050161126775
55,13,38.81129226237073
55,14,38.93735887576239
55,15,39.02883279053141
55,16,39.09593045199484
55,17,39.1458114400881
55,18,39.1834951255688
55,19,39.21250234952993
55,20,39.23530461822112
55,21,39.253638557627454
55,22,39.26872604896824
55,23,39.28142833997534
55,24,39.29235393839543
55,25,39.301934152268856
55,26,39.310475982210654
56,0,0.0
56,1,51.39684
56,2,87.37462800000002
56,3,112.58114390000001
56,4,130.24997576000004
56,5,142.64171170225006
56,6,151.33837728707508
56,7,157.44738227049197
56,8,161.74395955472897
56,9,164.77082401107396
56,10,166.90792650772448
56,11,168.42128076938332
56,12,169.49714214169597
56,13,170.26593282220335
56,14,170.81898963240772
56,15,171.2202875667075
56,16,171.51464637951625
56,17,171.73347529434136
56,18,171.8987943932849
56,19,172.0260496781831
56,20,172.1260836974676
56,21,172.2065150648298
56,22,172.27270419815318
56,23,172.32842940884095
56,24,172.37636023281564
56,25,172.4183888272666
56,26,172.4558620101675
57,0,0.0
57,1,39.65544
57,2,67.414248
57,3,86.8624374
57,4,100.49489616000002
57,5,110.0557901985
57,6,116.76573774195
57,7,121.47916527133879
57,8,124.79420687118076
57,9,127.12959639778825
57,10,128.77848648188245
57,11,129.94612108980692
57,12,130.7762062876141
57,13,131.3693698498763
57,14,131.79608307103257
57,15,132.10570611703596
57,16,132.33281985087268
57,17,132.50165818611103
57,18,132.62921080625284
57,19,132.72739513655335
57,20,132.8045767891549
57,21,132.8666339362976
57,22,132.91770243010302
57,23,132.96069744203206
57,24,132.9976786633344
57,25,133.03010599555043
57,26,133.05901858154084
58,0,0.0
58,1,12.40272
58,2,21.084624
58,3,27.167281200000005
58,4,31.43099808000001
58,5,34.42128369300001
58,6,36.51990119910001
58,7,37.994082846997514
58,8,39.030902328793516
58,9,39.76132373855333
58,10,40.2770341183599
58,11,40.64222600963749
58,12,40.90184522719251
58,13,41.08736432845872
58,14,41.22082406587386
58,15,41.31766243026683
58,16,41.38869500613416
58,17,41.44150124399392
58,18,41.481394873510745
58,19,41.51210321403678
58,20,41.53624271227603
58,21,41.555651837921
58,22,41.57162412890607
58,23,41.58507134047756
58,24,41.59663766606543
58,25,41.606779707590384
58,26,41.61582246959062
59,0,0.0
59,1,37.07748
59,2,63.031716
59,3,81.21559830000001
59,4,93.96182472000002
59,5,102.90117471825002
59,6,109.17491536627502
59,7,113.58192774471189
59,8,116.68146184690087
59,9,118.86503006515792
59,10,120.40672747452223
59,11,121.49845533891175
59,12,122.27457753853912
59,13,122.82918013824565
59,14,123.22815316497682
59,15,123.51764793027837
59,16,123.72999723024972
59,17,123.88785955627694
59,18,124.00712010974087
59,19,124.09892157614826
59,20,124.17108572766695
59,21,124.22910860251187
59,22,124.27685718524604
59,23,124.31705713498559
59,24,124.35163424453756
59,25,124.38195350872158
59,26,124.40898651677313
60,0,0.0
60,1,16.368660000000002
60,2,27.826722000000004
60,3,35.854392350000005
60,4,41.481491240000004
60,5,45.42796173212501
60,6,48.19764099823752
60,7,50.143212467453466
60,8,51.51156921330396
60,9,52.47555289697004
60,10,53.15616875103469
60,11,53.63813576240436
60,12,53.98077178862445
60,13,54.22561316923145
60,14,54.401748489796624
60,15,54.52955225062552
60,16,54.62329846781736
60,17,54.69299022523268
60,18,54.74564039053536
60,19,54.78616814460362
60,20,54.81802657888994
60,21,54.84364203900701
60,22,54.864721689399744
60,23,54.88246883156991
60,24,54.897733648639516
60,25,54.91111874726121
60,26,54.92305305663572
61,0,0.0
61,1,0.0198
61,2,0.03366
61,3,0.0433705
61,4,0.0501772
61,5,0.054950963750000005
61,6,0.05830121675000001
61,7,0.06065461446562501
61,8,0.06230980245140626
61,9,0.0634758531470547
61,10,0.0642991367843301
61,11,0.06488213107322828
61,12,0.06529658803112214
61,13,0.06559275080952971
61,14,0.06580580551690281
61,15,0.06596039753642736
61,16,0.06607379298823976
61,17,0.06615809179074641
61,18,0.06622177683942713
61,19,0.0662707984660834
61,20,0.06630933359269356
61,21,0.06634031716987392
61,22,0.06636581421302573
61,23,0.06638728025540129
61,24,0.066405743691625
61,25,0.06642193344321438
61,26,0.0664363683482481
62,0,0.0
62,1,0.23562
62,2,0.400554
62,3,0.51610895
62,4,0.5971086800000001
62,5,0.6539164686250001
62,6,0.6937848407875001
62,7,0.7217905266271877
62,8,0.7414874484556876
62,9,0.755363589998958
62,10,0.7651607699016432
62,11,0.7720984829884041
62,12,0.7770305849462739
62,13,0.7805549739740634
62,14,0.7830903680679322
62,15,0.7849300496193361
62,16,0.7862794871067295
62,17,0.7872826707292453
62,18,0.7880405477772793
62,19,0.7886239277975629
62,20,0.7890825165940878
62,21,0.7894512403948657
62,22,0.7897546731164597
62,23,0.7900101357795729
62,24,0.7902298664138494
62,25,0.7904225392894355
62,26,0.7905943286623588
63,0,0.0
63,1,2.39778
63,2,4.076226000000001
63,3,5.252167550000001
63,4,6.076458920000002
63,5,6.654561710125002
63,6,7.060281026837501
63,7,7.345280065088438
63,8,7.545725210754936
63,9,7.686935352392727
63,10,7.786636065985599
63,11,7.857237499593268
63,12,7.907428890362924
63,13,7.943294731869301
63,14,7.969096095493001
63,15,7.987817560870366
63,16,8.001550071933256
63,17,8.011758940711081
63,18,8.019471454337666
63,19,8.025408204084279
63,20,8.030075019604512
63,21,8.0338273266314
63,22,8.036915200904806
63,23,8.03951490928305
63,24,8.041750991715334
63,25,8.043711721657074
63,26,8.045459931243474
64,0,0.0
64,1,67.53186
64,2,114.80416199999998
64,3,147.92376435
64,4,171.13937604
64,5,187.421252062125
64,6,198.8480635692375
64,7,206.87486967792844
64,8,212.52027230653889
64,9,216.49736091169177
64,10,219.30536441170176
64,11,221.2938062717217
64,12,222.70741301436243
64,13,223.71755030306204
64,14,224.44422834550133
64,15,224.9715058185409
64,16,225.35827275083406
64,17,225.64579866954654
64,18,225.86301642544703
64,19,226.03022098673918
64,20,226.1616587051973
64,21,226.26733990739402
64,22,226.35430780824385
64,23,226.42752684518535
64,24,226.4905046020736
64,25,226.54572724137319
64,26,226.5949643878868
65,0,0.0
65,1,0.0198
65,2,0.03366
65,3,0.0433615
65,4,0.050157850000000004
65,5,0.054924751250000015
65,6,0.05827096043750002
65,7,0.060622125140625024
65,8,0.06227631779109377
65,9,0.06344221113678908
65,10,0.06426589704462463
65,11,0.06484965971766589
65,12,0.06526511699947332
65,13,0.06556241933688318
65,14,0.06577668910120749
65,15,0.06593252815796503
65,16,0.06604717320833932
65,17,0.06613270456871312
65,18,0.066197592354831
65,19,0.06624777884727691
65,20,0.06628743618204427
65,21,0.06631949676693392
65,22,0.06634602460438152
65,23,0.06636847524721845
65,24,0.06638787779599672
65,25,0.06640496232399433
65,26,0.06642024910025282
66,0,0.0
66,1,4.30254
66,2,7.314318
66,3,9.424409650000001
66,4,10.903505560000003
66,5,11.940844422875003
66,6,12.668861000262503
66,7,13.180258944209067
66,8,13.539934668018565
66,9,13.793320000618833
66,10,13.97222144748487
66,11,14.09890758691518
66,12,14.188970255832604
66,13,14.253327376825204
66,14,14.299624951632902
66,15,14.333218464605528
66,16,14.357859873763237
66,17,14.376178512746666
66,18,14.390017729979444
66,19,14.40067054348955
66,20,14.409044606321423
66,21,14.415777689009799
66,22,14.421318523662418
66,23,14.425983400851473
66,24,14.42999579316942
66,25,14.433514097163314
66,26,14.436651057861802
67,0,0.0
67,1,1.5939000000000003
67,2,2.7096300000000006
67,3,3.4913252500000005
67,4,4.039264600000001
67,5,4.4235525818750006
67,6,4.693250393562501
67,7,4.882700621301563
67,8,5.015944504259062
67,9,5.109812520581186
67,10,5.17608756109935
67,11,5.223019149627439
67,12,5.256383368754206
67,13,5.280224823942193
67,14,5.297376019283073
67,15,5.309820923895511
67,16,5.31894947160435
67,17,5.3257357137566625
67,18,5.3308625290816
67,19,5.334808923336459
67,20,5.337911141665893
67,21,5.340405449729978
67,22,5.342458082846644
67,23,5.344186212626527
67,24,5.34567262574075
67,25,5.346976001075598
67,26,5.348138105657138
