region,timePeriod,allocatedVaccines
43,14,1916.4699052304727
43,15,1917.4673405719016
43,16,1918.4653279609477
43,17,1919.463870215468
43,18,1920.4629701533197
43,19,1921.4626305923605
43,20,1921.781520542719
43,21,1921.781665491109
43,22,1921.7817431137266
43,23,1921.781783201698
43,24,1921.7818050655028
43,25,1921.7817530943155
44,0,9.986376139079317
44,1,9.986376139079317
44,2,9.98637613910376
44,3,9.986376139115583
44,4,9.986376139134569
44,5,9.98637613916299
44,6,9.986376139211762
44,7,9.986376139295322
44,8,9.986376139452661
44,9,9.984590449334634
44,10,9.983733318208467
44,11,9.983321895455108
44,12,9.98312441275914
44,13,9.983029620609846
44,14,9.996127328930594
44,15,9.993743840077897
44,16,10.024048615270525
44,17,10.021017255194126
44,18,10.019562202357843
44,19,10.044414333234332
44,20,10.069435824250913
44,21,10.111931098244998
44,22,10.129257955370914
44,23,10.12739268140588
44,24,10.149259636051442
44,25,10.175663690053488
45,0,3.1826219155836695
45,1,3.182621915583641
45,2,3.182621915598676
45,3,3.1826219156035647
45,4,3.182621915649068
45,5,3.1826219156645292
45,6,3.1826219156910467
45,7,3.1826219158132867
45,8,3.1814367482967905
45,9,3.1808678686036282
45,10,3.180594807610732
45,11,3.18046373696754
45,12,3.1804008225428246
45,13,3.186708712258213
45,14,3.184265410973213
45,15,3.182225626148383
45,16,3.1812465295283805
45,17,3.196473454619587
45,18,3.2109814350186925
45,19,3.209491924313643
45,20,3.2212158971594147
45,21,3.233948713980331
45,22,3.232607655311155
45,23,3.251338405457442
45,24,3.2503744956366143
45,25,3.2642829290852244
46,0,91.06020000000002
46,1,92.00497850175236
46,2,91.99256120173789
46,3,91.98660089770557
46,4,91.98373995175304
46,5,91.98236669764758
46,6,91.98170753564168
46,7,91.98139113784504
46,8,91.98123926680408
46,9,91.98116636860097
46,10,91.98055985693243
46,11,91.98026873133126
46,12,91.98012899104236
46,13,91.98006191570305
46,14,91.98027560200389
46,15,91.98025938980777
46,16,91.98050704685068
46,17,91.98083784373298
46,18,91.9811253618844
46,19,91.98135760176324
46,20,91.98079578132061
46,21,91.98071564668078
46,22,91.9807760718384
46,23,91.98075527621486
46,24,91.98084241132987
46,25,91.9809418707192
47,0,3.807945229332236
47,1,3.8079452293321507
47,2,3.8079452293463616
47,3,3.807945229363784
47,4,3.8079452293911826
47,5,3.8079452294102536
47,6,3.807945229452602
47,7,3.8079452295450844
47,8,3.806527199220711
47,9,3.8058465453640915
47,10,3.8055198301968014
47,11,3.805363007196264
47,12,3.8052877322123217
47,13,3.8052515998589653
47,14,3.8134790443504203
47,15,3.811989247431591
47,16,3.8377364060771195
47,17,3.8361796221387476
47,18,3.851085127300597
47,19,3.84957303461523
47,20,3.8769268092366342
47,21,3.889131121550574
47,22,3.887844394921862
47,23,3.9052248018646276
47,24,3.9181530969512073
47,25,3.9302988112591635
48,0,1050.7464000000002
48,1,1051.7364000000007
48,2,1052.7273327655093
48,3,1053.7191991753664
48,4,1054.7120159574881
48,5,1055.7057998397913
48,6,1056.7005675501916
48,7,1057.6963358166054
48,8,1058.693121366949
48,9,1059.6909409291388
48,10,1060.6898112310914
48,11,1061.3615814585187
48,12,1061.3614884314675
48,13,1061.3607144471068
48,14,1061.3609441285494
48,15,1061.3609338404262
48,16,1061.3608599702666
48,17,1061.3604317267561
48,18,1061.3605434628453
48,19,1061.3607281601885
48,20,1061.3608703784753
48,21,1061.3609606933335
48,22,1061.3610145060584
48,23,1061.3610477781287
48,24,1061.3610710443672
48,25,1061.3610404986794
49,0,256.01400000000007
49,1,257.0040000000001
49,2,257.99782830626464
49,3,258.61695147672646
49,4,258.6089079822815
49,5,258.60504710492995
49,6,258.60319388373756
49,7,258.60230433752196
49,8,258.6018773552943
49,9,258.601672403781
49,10,258.6015740269793
49,11,258.6007555329519
49,12,258.6003626558189
49,13,258.6001740747952
49,14,258.60083686088353
49,15,258.60040169322923
49,16,258.6004188634597
49,17,258.6005522567843
49,18,258.60078085995724
49,19,258.60097837019174
49,20,258.60111884941745
49,21,258.60121035005125
49,22,258.60127014351383
49,23,258.60131283215907
49,24,258.6013468404517
49,25,258.601308566666
50,0,828.7290000000003
50,1,829.7190000000004
50,2,830.7101826544027
50,3,831.7025493760066
50,4,832.6961342603834
50,5,833.6909714031041
50,6,834.6870948997395
50,7,835.6845388458614
50,8,836.6833373370404
50,9,837.1017186100909
50,10,837.1014001602398
50,11,837.1012473042954
50,12,837.101173933426
50,13,837.100563488047
50,14,837.1007523089152
50,15,837.1007441946198
50,16,837.1006883803468
50,17,837.1011664124576
50,18,837.1015837653582
50,19,837.1007901853325
50,20,837.1007374714933
50,21,837.10079030316
50,22,837.1008364692378
50,23,837.1008698128876
50,24,837.1008957930848
50,25,837.1008704306533
51,0,296.21790000000004
51,1,297.20790000000017
51,2,298.20120871294426
51,3,299.1978371969956
51,4,299.2203068730302
51,5,299.21583969162594
51,6,299.21369544449294
51,7,299.21266620583816
51,8,299.21217217124905
51,9,299.21193503461086
51,10,299.2118212088643
51,11,299.2108741802578
51,12,299.21041960652667
51,13,299.210201411137
51,14,299.2109107465549
51,15,299.21043715835015
51,16,299.21044771229884
51,17,299.2105816602827
51,18,299.2108155071125
51,19,299.21103207596565
51,20,299.21120317246414
51,21,299.21132433774636
51,22,299.2114044819569
51,23,299.2114575734478
51,24,299.21149583855293
51,25,299.2114533404238
52,0,664.9533
52,1,665.9433000000002
52,2,666.934773938095
52,3,667.9277240087222
52,4,668.9222162146491
52,5,669.9183165586428
52,6,670.9160910434698
52,7,671.6739818761654
52,8,671.6728728618064
52,9,671.6723405348348
52,10,671.672085017898
52,11,671.6719623697454
52,12,671.6709419374808
52,13,671.6704521299935
52,14,671.6706126110073
52,15,671.6703091112435
52,16,671.670290928138
52,17,671.6709620378009
52,18,671.6713156617122
52,19,671.6715710957759
52,20,671.6717413093094
52,21,671.6718573648322
52,22,671.670921317517
52,23,671.6707800108305
52,24,671.6707833581003
52,25,671.6707607380418
53,0,339.92640000000006
53,1,340.9164000000001
53,2,341.90928327120247
53,3,342.9050582108322
53,4,343.3708036366602
53,5,343.36567729925844
53,6,343.3632166572667
53,7,343.362035549073
53,8,343.36146861710364
53,9,343.3611964896547
53,10,343.36106586840674
53,11,343.361003170124
53,12,343.36048152166285
53,13,343.3602311304013
53,14,343.3609981919125
53,15,343.3604791321214
53,16,343.3604836505221
53,17,343.3606207337554
53,18,343.36085781337937
53,19,343.3610715516094
53,20,343.361249431526
53,21,343.36139584425433
53,22,343.3615097846267
53,23,343.3615917801605
53,24,343.36164820318555
53,25,343.3616017718043
54,0,4.457609734405653
54,1,4.457609734405653
54,2,4.457609734425321
54,3,4.4576097344375425
54,4,4.4576097344754
54,5,4.457609734516384
54,6,4.457609734581527
54,7,4.457609734732899
54,8,4.455949777257559
54,9,4.455152996629807
54,10,4.45477054207612
54,11,4.454586964298529
54,12,4.454498847026174
54,13,4.4544565502573645
54,14,4.463272070262566
54,15,4.461674652475228
54,16,4.487979136364299
54,17,4.486388142500128
54,18,4.501805452393922
54,19,4.500238153140325
54,20,4.528337362714289
54,21,4.5404774856197365
54,22,4.53919635810634
54,23,4.555807660329679
54,24,4.578765788870641
54,25,4.577581347750717
55,0,54.61253695441205
55,1,54.61253695441023
55,2,54.61253695442933
55,3,54.61253695444434
55,4,54.61253695448072
55,5,54.61253695448936
55,6,54.61253695452301
55,7,54.61253695465443
55,8,54.612536954693994
55,9,54.61253695486222
55,10,54.60784871902162
55,11,54.60559836607082
55,12,54.604518196709265
55,13,54.603999715015604
55,14,54.63452635363334
55,15,54.63552351478577
55,16,54.698273124489155
55,17,54.691320296183484
55,18,54.755770136617734
55,19,54.75179883305859
55,20,54.79651302293786
55,21,54.86605980755346
55,22,54.97191194763296
55,23,55.00877126423621
55,24,55.050135038729806
55,25,55.04576300758486
56,0,256.98420000000004
56,1,257.97420000000017
56,2,258.9680138531476
56,3,259.59701571666903
56,4,259.58894174030144
56,5,259.5850662316266
56,6,259.58320598739743
56,7,259.58231307012267
56,8,259.58188446978636
56,9,259.5816787415807
56,10,259.5815799919686
56,11,259.58075839614816
56,12,259.5803640301547
56,13,259.5801747344764
56,14,259.58083854616416
56,15,259.58040250216396
56,16,259.58041949683843
56,17,259.5805528687793
56,18,259.5807818811197
56,19,259.5809801583319
56,20,259.5811214311925
56,21,259.581213500107
56,22,259.58127358823805
56,23,259.58131643279427
56,24,259.58135055315114
56,25,259.58131217438955
57,0,198.27720000000005
57,1,199.26720000000012
57,2,200.2621430796886
57,3,200.29312854531767
57,4,200.2868990361635
57,5,200.28390887172353
57,6,200.28247359273936
57,7,200.28178465878395
57,8,200.281453970405
57,9,200.28129523991942
57,10,200.28121904919956
57,11,200.28058514361805
57,12,200.2802808689388
57,13,200.28013481709283
57,14,200.28074957098397
57,15,200.28035979407542
57,16,200.2807637751627
57,17,200.28068536043662
57,18,200.2807252212875
57,19,200.28085229489267
57,20,200.2809490037205
57,21,200.28101329065777
57,22,200.281057965375
57,23,200.2810932959759
57,24,200.281125373824
57,25,200.28109350019994
58,0,61.21676497799676
58,1,61.216764977996306
58,2,61.216764978007674
58,3,61.21676497803405
58,4,61.216764978052694
58,5,61.21676497808771
58,6,61.21676497812318
58,7,61.216764978133185
58,8,61.216764978186816
58,9,61.20581864700081
58,10,61.20056440808368
58,11,61.19804237364953
58,12,61.19683179737969
58,13,61.19625072021658
58,14,61.229658103882265
58,15,61.230746454467834
58,16,61.29870799127462
58,17,61.291172696885745
58,18,61.28755575558425
58,19,61.356082707741066
58,20,61.403127146758386
58,21,61.4753179588998
58,22,61.56327897099153
58,23,61.56415985598749
58,24,61.55916725716833
58,25,61.66508920514284
59,0,185.3874
59,1,186.37740000000005
59,2,187.28440951990012
59,3,187.2722750718692
59,4,187.26645053680213
59,5,187.26365475992574
59,6,187.262312786995
59,7,187.26166863995712
59,8,187.26135944928745
59,9,187.2612110377042
59,10,187.26113980004706
59,11,187.26054710402593
59,12,187.26026260993694
59,13,187.26012605277256
59,14,187.26073492388312
59,15,187.26035276346835
59,16,187.2607490527474
59,17,187.26066594732555
59,18,187.26069957490483
59,19,187.26081684676544
59,20,187.26090592180483
59,21,187.26096576317696
59,22,187.26100883635317
59,23,187.2610446775141
59,24,187.2610786808134
59,25,187.2610482227213
60,0,81.84330000000001
60,1,82.6924502363969
60,2,82.6812897863789
60,3,82.67593277034123
60,4,82.67336140262339
60,5,82.67212714606437
60,6,82.67153470287624
60,7,82.67125033011777
60,8,82.67111383115665
60,9,82.67104831150755
60,10,82.67050318952752
60,11,82.670241530977
60,12,82.67011593487466
60,13,82.67005564874296
60,14,82.67025349246293
60,15,82.6702385809876
60,16,82.67046983734373
60,17,82.67078458392778
60,18,82.67106890315162
60,19,82.67131244689759
60,20,82.67078476573252
60,21,82.67071764643482
60,22,82.6707940302364
60,23,82.67077316515449
60,24,82.67087872042296
60,25,82.6709888036408
61,0,0.0001600000149058513
61,1,0.0001651000668948643
61,2,0.00016034814321073262
61,3,0.00015806717396030934
61,4,0.00015697235198130355
61,5,0.00015644681053326835
61,6,0.00015619455063822964
61,7,0.00015607346588863118
61,8,0.0001560153452088518
61,9,0.0001559874472825754
61,10,0.00015597405627798723
61,11,0.00015596762859580732
61,12,0.00020481348130705322
61,13,0.0002347596821463371
61,14,0.00023475968214635619
61,15,0.00022607586375332338
61,16,0.00022190723390675727
61,17,0.00021990629402973878
61,18,0.0002189458428887987
61,19,0.000276493023379074
61,20,0.0002764930233790983
61,21,0.00026850342873846824
61,22,0.0003141667805219452
61,23,0.0003141667805219747
61,24,0.00035724024536240063
61,25,0.0003572402453625776
62,0,0.022228830701693136
62,1,0.022228830701692914
62,2,0.022228830712215385
62,3,0.022228830745418825
62,4,0.02222883099580564
62,5,0.02215441045891509
62,6,0.022118689014019702
62,7,0.022101542855505366
62,8,0.022093313027725662
62,9,0.022089362205945713
62,10,0.022087466187901313
62,11,0.022086555952598987
62,12,0.022086119039654968
62,13,0.022085909321441298
62,14,0.02208580865670054
62,15,0.02208576033762625
62,16,0.02208573714447308
62,17,0.022085726011762
62,18,0.022085720668062744
62,19,0.022085718103090624
62,20,0.02208571687190614
62,21,0.022281878202566687
62,22,0.022251089742807935
62,23,0.022165095258981686
62,24,0.022233751452068688
62,25,0.022206422616581848
63,0,2.2888478298494888
63,1,2.2888478298494888
63,2,2.2888478298756367
63,3,2.2888478298879718
63,4,2.2888478299099417
63,5,2.2888478299397277
63,6,2.2888478299815076
63,7,2.2888478301658783
63,8,2.2879954925998054
63,9,2.2875863714686777
63,10,2.2873899940354367
63,11,2.2872957335914923
63,12,2.287250487055475
63,13,2.293300301770109
63,14,2.290961087473157
63,15,2.2890098570223905
63,16,2.2880732664932757
63,17,2.3025985220475005
63,18,2.316893203438261
63,19,2.315423900718894
63,20,2.3277061608779954
63,21,2.3267985168041423
63,22,2.340652665883827
63,23,2.3517498804346393
63,24,2.3631863567528035
63,25,2.3619691124019875
64,0,337.65930000000003
64,1,338.6493000000002
64,2,339.642202629959
64,3,340.6380164002408
64,4,341.0807315830754
64,5,341.0756394351906
64,6,341.0731952041673
64,7,341.0720219732381
64,8,341.0714588223553
64,9,341.07118850982715
64,10,341.07105875974077
64,11,341.07099647959524
64,12,341.07047831020725
64,13,341.070229588902
64,14,341.0709935179727
64,15,341.07047688862923
64,16,341.07048169759923
64,17,341.07061856902163
64,18,341.0708553884428
64,19,341.07106925494605
64,20,341.0712476020927
64,21,341.0713935113031
64,22,341.07150581661
64,23,341.07158591391334
64,24,341.07164088760805
64,25,341.07159462866673
65,0,0.0001600000149058513
65,1,0.0001651000668948643
65,2,0.00016034814321073262
65,3,0.00015806717396030934
65,4,0.00015697235198130355
65,5,0.00015644681053326835
65,6,0.00015619455063822964
65,7,0.00015607346588863118
65,8,0.0001560153452088518
65,9,0.0001559874472825754
65,10,0.00015597405627798723
65,11,0.00015596762859580732
65,12,0.00020481348130705322
65,13,0.0002347596821463371
65,14,0.00023475968214635619
65,15,0.00022607586375332338
65,16,0.00022190723390675727
65,17,0.00021990629402973878
65,18,0.0002189458428887987
65,19,0.000276493023379074
65,20,0.0002764930233790983
65,21,0.00026850342873846824
65,22,0.0003141667805219452
65,23,0.0003141667805219747
65,24,0.00035724024536240063
65,25,0.0003572402453625776
66,0,7.366926387350594
66,1,7.366926387350423
66,2,7.366926387367931
66,3,7.366926387382994
66,4,7.366926387399706
66,5,7.366926387438758
66,6,7.366926387555116
66,7,7.366926387601728
66,8,7.366926387775154
66,9,7.365609088278406
66,10,7.364976784899229
66,11,7.3646732793436644
66,12,7.364527596759958
66,13,7.364457668662743
66,14,7.376483312398886
66,15,7.374300331626787
66,16,7.401367304118621
66,17,7.398664696714482
66,18,7.397367445160862
66,19,7.419864810052506
66,20,7.444051989742242
66,21,7.462462828757517
66,22,7.479039423443407
66,23,7.477257639494246
66,24,7.498163204118816
66,25,7.524215291883675
67,0,7204.776185045028
67,1,7172.894712897201
67,2,7149.391567230166
67,3,7134.175676628422
67,4,7123.926283619727
67,5,7116.679781630724
67,6,7109.750404451786
67,7,7103.035101487656
67,8,7097.069576450747
67,9,7092.655697333992
67,10,7089.701889148053
67,11,7087.0612065246005
67,12,7085.727973077292
67,13,7084.662455445237
67,14,7083.43791436338
67,15,7082.459423276807
67,16,7081.010475104107
67,17,7079.991248260349
67,18,7078.788048220458
67,19,7077.573636893472
67,20,7076.875573465708
67,21,7076.46611864212
67,22,7076.014481662169
67,23,7075.817651362846
67,24,7075.6034817299715
67,25,7075.262206022333
