region,timePeriod,S_proportion,I_proportion,R_proportion,X_proportion
3,25,0.00032901878454225737,0.0,9.862280878441946e-05,0.008552856654122476
3,26,0.00032901878454225737,0.0,9.862280878441946e-05,0.008552856654122476
4,0,0.5351351351351351,0.005405405405405405,0.0,0.02702702702702703
4,1,0.5344864864864864,0.0008216216216219475,0.0052972972972972964,0.02696216216216122
4,2,0.02080951351351256,0.00011502702702707266,0.0061024864864868055,0.5405405405405405
4,3,0.020794329945944986,1.7484108108115048e-05,0.006215212972973337,0.5405405405405405
4,4,0.020794329945944986,5.594914594596818e-07,0.006232347398919289,0.5405403307312432
4,5,0.020794047734744178,0.0,0.006232895700549561,0.5405405405405405
4,6,0.020793995105460695,5.7892211829340055e-08,0.006232895700549561,0.5405405405405405
4,7,0.020793988158395275,0.0,0.006232952434917153,0.5405405405405405
4,8,0.020793988320493475,0.0,0.006232960377728616,0.5405405405405405
4,9,0.020793988320493475,0.0,0.00623296148972222,0.5405405405405405
4,10,0.020793987183082865,0.0,0.006232961511962092,0.5405405405405405
4,11,0.020793987183082865,0.0,0.006232961515075674,0.5405405405405405
4,12,0.020793987183070666,0.0,0.006232961515175309,0.5405405405405405
4,13,0.020793987183070666,0.0,0.006232961515175309,0.5405405405405405
4,14,0.020793987183070666,0.0,0.006232961515175309,0.5405405405405405
4,15,0.020793987183070666,0.0,0.006232961515175309,0.5405405405405405
4,16,0.020793987183070666,0.0,0.006232961515175309,0.5405405405405405
4,17,0.020793987183070666,0.0,0.006232961515175309,0.5405405405405405
4,18,0.020793987183070666,0.0,0.006232961515175309,0.5405405405405405
4,19,0.020793987183070666,0.0,0.006232961515175309,0.5405405405405405
4,20,0.020793987183070666,0.0,0.006232961515175309,0.5405405405405405
4,21,0.020793987183070666,0.0,0.006232961515175309,0.5405405405405405
4,22,0.020793987183070666,0.0,0.006232961515175309,0.5405405405405405
4,23,0.020793987183070666,0.0,0.006232961515175309,0.5405405405405405
4,24,0.020793987183070666,0.0,0.006232961515175309,0.5405405405405405
4,25,0.020793987183070666,0.0,0.006232961515175309,0.5405405405405405
4,26,0.020793987183070666,0.0,0.006232961515175309,0.5405405405405405
5,0,0.0028812572759022116,2.910360884749709e-05,0.0,0.00014551804423748544
5,1,0.002877764842840512,4.423748544821312e-06,2.8521536670547144e-05,0.0001451688009313104
5,2,0.00011204190919673525,6.193247962749837e-07,3.285681024447203e-05,0.0029103608847497087
5,3,0.00011196015832362696,9.413736903379755e-08,3.346374854482151e-05,0.0029103608847497087
5,4,0.00011196015832362696,3.012395809081523e-09,3.355600316647464e-05,0.00291035975510128
5,5,0.00011195863885121283,0.0,3.355895531436754e-05,0.0029103608847497087
5,6,0.00011195835548632796,3.11701373353548e-10,3.355895531436754e-05,0.0029103608847497087
5,7,0.00011195831808216315,0.0,3.3559260781713425e-05,0.0029103608847497087
5,8,0.00011195831895492703,0.0,3.355930354714185e-05,0.0029103608847497087
5,9,0.00011195831895492703,0.0,3.3559309534301824e-05,0.0029103608847497087
5,10,0.00011195831283091764,0.0,3.355930965404503e-05,0.0029103608847497087
5,11,0.00011195831283091764,0.0,3.355930967080907e-05,0.0029103608847497087
5,12,0.00011195831283085195,0.0,3.355930967134553e-05,0.0029103608847497087
5,13,0.00011195831283085195,0.0,3.355930967134553e-05,0.0029103608847497087
5,14,0.00011195831283085195,0.0,3.355930967134553e-05,0.0029103608847497087
5,15,0.00011195831283085195,0.0,3.355930967134553e-05,0.0029103608847497087
5,16,0.00011195831283085195,0.0,3.355930967134553e-05,0.0029103608847497087
5,17,0.00011195831283085195,0.0,3.355930967134553e-05,0.0029103608847497087
5,18,0.00011195831283085195,0.0,3.355930967134553e-05,0.0029103608847497087
5,19,0.00011195831283085195,0.0,3.355930967134553e-05,0.0029103608847497087
5,20,0.00011195831283085195,0.0,3.355930967134553e-05,0.0029103608847497087
5,21,0.00011195831283085195,0.0,3.355930967134553e-05,0.0029103608847497087
5,22,0.00011195831283085195,0.0,3.355930967134553e-05,0.0029103608847497087
5,23,0.00011195831283085195,0.0,3.355930967134553e-05,0.0029103608847497087
5,24,0.00011195831283085195,0.0,3.355930967134553e-05,0.0029103608847497087
5,25,0.00011195831283085195,0.0,3.355930967134553e-05,0.0029103608847497087
5,26,0.00011195831283085195,0.0,3.355930967134553e-05,0.0029103608847497087
6,0,0.000876781238652768,8.856376148007757e-06,0.0,4.428188074003879e-05
6,1,0.0008757184735150071,1.346169174497713e-06,8.679248625047602e-06,4.417560422626115e-05
6,2,3.409492263955278e-05,1.8846368442967986e-07,9.99849441605536e-06,0.0008856376148007757
6,3,3.407004543320807e-05,2.8646480033311342e-08,1.0183188826796447e-05,0.0008856376148007757
6,4,3.407004543320807e-05,9.166873610659633e-10,1.0211262377229092e-05,0.0008856372710430153
6,5,3.406993543072474e-05,0.0,1.0212160730842938e-05,0.0008856372710430153
6,6,3.406949682065155e-05,9.485231274014426e-11,1.0212160730842938e-05,0.0008856376148007757
6,7,3.406948543837402e-05,0.0,1.0212253686109422e-05,0.0008856376148007757
6,8,3.4069485703960506e-05,0.0,1.021226669984673e-05,0.0008856376148007757
6,9,3.4069485703960506e-05,0.0,1.0212268521769952e-05,0.0008856376148007757
6,10,3.406948384039331e-05,0.0,1.0212268558208417e-05,0.0008856376148007757
6,11,3.406948384039331e-05,0.0,1.0212268563309803e-05,0.0008856376148007757
6,12,3.406948384037332e-05,0.0,1.0212268563473047e-05,0.0008856376148007757
6,13,3.406948384037332e-05,0.0,1.0212268563473047e-05,0.0008856376148007757
6,14,3.406948384037332e-05,0.0,1.0212268563473047e-05,0.0008856376148007757
6,15,3.406948384037332e-05,0.0,1.0212268563473047e-05,0.0008856376148007757
6,16,3.406948384037332e-05,0.0,1.0212268563473047e-05,0.0008856376148007757
6,17,3.406948384037332e-05,0.0,1.0212268563473047e-05,0.0008856376148007757
6,18,3.406948384037332e-05,0.0,1.0212268563473047e-05,0.0008856376148007757
6,19,3.406948384037332e-05,0.0,1.0212268563473047e-05,0.0008856376148007757
6,20,3.406948384037332e-05,0.0,1.0212268563473047e-05,0.0008856376148007757
6,21,3.406948384037332e-05,0.0,1.0212268563473047e-05,0.0008856376148007757
6,22,3.406948384037332e-05,0.0,1.0212268563473047e-05,0.0008856376148007757
6,23,3.406948384037332e-05,0.0,1.0212268563473047e-05,0.0008856376148007757
6,24,3.406948384037332e-05,0.0,1.0212268563473047e-05,0.0008856376148007757
6,25,3.406948384037332e-05,0.0,1.0212268563473047e-05,0.0008856376148007757
6,26,3.406948384037332e-05,0.0,1.0212268563473047e-05,0.0008856376148007757
7,0,0.7021276595744681,0.007092198581560284,0.0,0.03546099290780142
7,1,0.7012765957446809,0.0010780141843975907,0.006950354609929078,0.03537588652482146
7,2,0.027303262411346268,0.00015092198581566273,0.008006808510638716,0.7092198581560284
7,3,0.027283340709218604,2.2940141843980738e-05,0.008154712056738067,0.7092198581560284
7,4,0.027283340709218604,7.340845390073839e-07,0.008177193395745169,0.7092195828743263
7,5,0.02728297043211116,0.0,0.008177912798593395,0.7092198581560284
7,6,0.02728290137950517,7.595786658459512e-08,0.008177912798593395,0.7092198581560284
7,7,0.027282892264561178,0.0,0.008177987237302647,0.7092198581560284
7,8,0.027282892477243213,0.0,0.008177997658721944,0.7092198581560284
7,9,0.027282892477243213,0.0,0.008177999117720644,0.7092198581560284
7,10,0.02728289098489596,0.0,0.008177999146900618,0.7092198581560284
7,11,0.02728289098489596,0.0,0.008177999150985814,0.7092198581560284
7,12,0.027282890984879953,0.0,0.008177999151116541,0.7092198581560284
7,13,0.027282890984879953,0.0,0.008177999151116541,0.7092198581560284
7,14,0.027282890984879953,0.0,0.008177999151116541,0.7092198581560284
7,15,0.027282890984879953,0.0,0.008177999151116541,0.7092198581560284
7,16,0.027282890984879953,0.0,0.008177999151116541,0.7092198581560284
7,17,0.027282890984879953,0.0,0.008177999151116541,0.7092198581560284
7,18,0.027282890984879953,0.0,0.008177999151116541,0.7092198581560284
7,19,0.027282890984879953,0.0,0.008177999151116541,0.7092198581560284
7,20,0.027282890984879953,0.0,0.008177999151116541,0.7092198581560284
7,21,0.027282890984879953,0.0,0.008177999151116541,0.7092198581560284
7,22,0.027282890984879953,0.0,0.008177999151116541,0.7092198581560284
7,23,0.027282890984879953,0.0,0.008177999151116541,0.7092198581560284
7,24,0.027282890984879953,0.0,0.008177999151116541,0.7092198581560284
7,25,0.027282890984879953,0.0,0.008177999151116541,0.7092198581560284
7,26,0.027282890984879953,0.0,0.008177999151116541,0.7092198581560284
8,0,0.008947939262472886,9.038322487346348e-05,0.0,0.00045191612436731746
8,1,0.00893709327548807,1.3738250180771898e-05,8.857556037599421e-05,0.0004508315256688201
8,2,0.00034795372378884886,1.923355025308066e-06,0.00010203904555315066,0.009038322487346349
8,3,0.0003476998409255082,2.923499638468261e-07,0.00010392393347795257,0.009038322487346349
8,4,0.0003476998409255082,9.35519884309844e-09,0.00010421043644252247,0.009038318979146781
8,5,0.0003476987183016471,0.0,0.00010421960453738871,0.009038318979146781
8,6,0.0003476942420923923,9.680096880357837e-10,0.00010421960453738871,0.009038322487346349
8,7,0.00034769412593122975,0.0,0.00010422055318688298,0.009038322487346349
8,8,0.000347694128641657,0.0,0.00010422068599781219,0.009038322487346349
8,9,0.000347694128641657,0.0,0.00010422070459134226,0.009038322487346349
8,10,0.0003476941096231318,0.0,0.00010422070496321286,0.009038322487346349
8,11,0.0003476941096231318,0.0,0.00010422070501527475,0.009038322487346349
8,12,0.00034769410962292777,0.0,0.00010422070501694073,0.009038322487346349
8,13,0.00034769410962292777,0.0,0.00010422070501694073,0.009038322487346349
8,14,0.00034769410962292777,0.0,0.00010422070501694073,0.009038322487346349
8,15,0.00034769410962292777,0.0,0.00010422070501694073,0.009038322487346349
8,16,0.00034769410962292777,0.0,0.00010422070501694073,0.009038322487346349
8,17,0.00034769410962292777,0.0,0.00010422070501694073,0.009038322487346349
8,18,0.00034769410962292777,0.0,0.00010422070501694073,0.009038322487346349
8,19,0.00034769410962292777,0.0,0.00010422070501694073,0.009038322487346349
8,20,0.00034769410962292777,0.0,0.00010422070501694073,0.009038322487346349
8,21,0.00034769410962292777,0.0,0.00010422070501694073,0.009038322487346349
8,22,0.00034769410962292777,0.0,0.00010422070501694073,0.009038322487346349
8,23,0.00034769410962292777,0.0,0.00010422070501694073,0.009038322487346349
8,24,0.00034769410962292777,0.0,0.00010422070501694073,0.009038322487346349
8,25,0.00034769410962292777,0.0,0.00010422070501694073,0.009038322487346349
8,26,0.00034769410962292777,0.0,0.00010422070501694073,0.009038322487346349
9,0,0.01643426294820717,0.00016600265604249667,0.0,0.0008300132802124834
9,1,0.016414342629482073,2.52324037184695e-05,0.00016268260292164673,0.0008280212483399445
9,2,0.0006390703851261327,3.532536520585731e-06,0.00018741035856574683,0.016600265604249667
9,3,0.0006386040903054155,5.369455511290311e-07,0.00019087224435592086,0.016600265604249667
9,4,0.0006386040903054155,1.7182257636129006e-08,0.00019139845099602732,0.016600259160903054
9,5,0.0006385954234607691,0.0,0.00019141528960851074,0.016600265604249667
9,6,0.000638593807189613,1.7778982716513794e-09,0.00019141528960851074,0.016600265604249667
9,7,0.0006385935938418204,0.0,0.00019141703194881695,0.016600265604249667
9,8,0.0006385935988199357,0.0,0.00019141727587645982,0.016600265604249667
9,9,0.0006385935988199357,0.0,0.00019141731002632982,0.016600265604249667
9,10,0.0006385935638894971,0.0,0.0001914173107093272,0.016600265604249667
9,11,0.0006385935638894971,0.0,0.00019141731080494684,0.016600265604249667
9,12,0.0006385935638891224,0.0,0.00019141731080800668,0.016600265604249667
9,13,0.0006385935638891224,0.0,0.00019141731080800668,0.016600265604249667
9,14,0.0006385935638891224,0.0,0.00019141731080800668,0.016600265604249667
9,15,0.0006385935638891224,0.0,0.00019141731080800668,0.016600265604249667
9,16,0.0006385935638891224,0.0,0.00019141731080800668,0.016600265604249667
9,17,0.0006385935638891224,0.0,0.00019141731080800668,0.016600265604249667
9,18,0.0006385935638891224,0.0,0.00019141731080800668,0.016600265604249667
9,19,0.0006385935638891224,0.0,0.00019141731080800668,0.016600265604249667
9,20,0.0006385935638891224,0.0,0.00019141731080800668,0.016600265604249667
9,21,0.0006385935638891224,0.0,0.00019141731080800668,0.016600265604249667
9,22,0.0006385935638891224,0.0,0.00019141731080800668,0.016600265604249667
9,23,0.0006385935638891224,0.0,0.00019141731080800668,0.016600265604249667
9,24,0.0006385935638891224,0.0,0.00019141731080800668,0.016600265604249667
9,25,0.0006385935638891224,0.0,0.00019141731080800668,0.016600265604249667
9,26,0.0006385935638891224,0.0,0.00019141731080800668,0.016600265604249667
10,0,0.007665505226480836,7.742934572202865e-05,0.0,0.00038714672861014324
10,1,0.007656213704994193,1.1769260549753023e-05,7.588075880758806e-05,0.00038621757646146543
10,2,0.00029808439798682335,1.6476964769654232e-06,8.741463414634603e-05,0.007742934572202865
10,3,0.0002978669020518639,2.504498644987444e-07,8.902937669377214e-05,0.007742934572202865
10,4,0.0002978669020518639,8.014395663959824e-09,8.927481756098092e-05,0.00774293156680449
10,5,0.00029786285953756664,0.0,8.928267166873161e-05,0.007742934572202865
10,6,0.0002978621056531342,8.292728756041742e-10,8.928267166873161e-05,0.007742934572202865
10,7,0.00029786200614038917,0.0,8.928348435614969e-05,0.007742934572202865
10,8,0.0002978620084623533,0.0,8.928359813238823e-05,0.007742934572202865
10,9,0.0002978620084623533,0.0,8.928361406106161e-05,0.007742934572202865
10,10,0.00029786199216959584,0.0,8.928361437963509e-05,0.007742934572202865
10,11,0.00029786199216959584,0.0,8.928361442423537e-05,0.007742934572202865
10,12,0.00029786199216942107,0.0,8.928361442566259e-05,0.007742934572202865
10,13,0.00029786199216942107,0.0,8.928361442566259e-05,0.007742934572202865
10,14,0.00029786199216942107,0.0,8.928361442566259e-05,0.007742934572202865
10,15,0.00029786199216942107,0.0,8.928361442566259e-05,0.007742934572202865
10,16,0.00029786199216942107,0.0,8.928361442566259e-05,0.007742934572202865
10,17,0.00029786199216942107,0.0,8.928361442566259e-05,0.007742934572202865
10,18,0.00029786199216942107,0.0,8.928361442566259e-05,0.007742934572202865
10,19,0.00029786199216942107,0.0,8.928361442566259e-05,0.007742934572202865
10,20,0.00029786199216942107,0.0,8.928361442566259e-05,0.007742934572202865
10,21,0.00029786199216942107,0.0,8.928361442566259e-05,0.007742934572202865
10,22,0.00029786199216942107,0.0,8.928361442566259e-05,0.007742934572202865
10,23,0.00029786199216942107,0.0,8.928361442566259e-05,0.007742934572202865
10,24,0.00029786199216942107,0.0,8.928361442566259e-05,0.007742934572202865
10,25,0.00029786199216942107,0.0,8.928361442566259e-05,0.007742934572202865
10,26,0.00029786199216942107,0.0,8.928361442566259e-05,0.007742934572202865
11,0,0.0050032849850912215,5.05382321726386e-05,0.0,0.00025269116086319303
11,1,0.004997220397230505,7.681811290244115e-06,4.9527467529185825e-05,0.00025208470207711256
11,2,0.00019456006468892827,1.0754535806341762e-06,5.7055642593625055e-05,0.00505382321726386
11,3,0.00019441810481628455,1.6346894425639478e-07,5.810958710264655e-05,0.00505382321726386
11,4,0.00019441810481628455,5.2310062162046354e-09,5.826978666801782e-05,0.0050538212556365284
11,5,0.00019441546626207474,0.0,5.82749130541097e-05,0.00505382321726386
11,6,0.0001944149742007494,5.412674578474711e-10,5.82749130541097e-05,0.00505382321726386
11,7,0.00019441490924865446,0.0,5.827544349621839e-05,0.00505382321726386
11,8,0.0001944149107642034,0.0,5.8275517758113605e-05,0.00505382321726386
11,9,0.0001944149107642034,0.0,5.827552815477893e-05,0.00505382321726386
11,10,0.00019441490012989994,0.0,5.827552836271224e-05,0.00505382321726386
11,11,0.00019441490012989994,0.0,5.8275528391822904e-05,0.00505382321726386
11,12,0.00019441490012978588,0.0,5.827552839275445e-05,0.00505382321726386
11,13,0.00019441490012978588,0.0,5.827552839275445e-05,0.00505382321726386
11,14,0.00019441490012978588,0.0,5.827552839275445e-05,0.00505382321726386
11,15,0.00019441490012978588,0.0,5.827552839275445e-05,0.00505382321726386
11,16,0.00019441490012978588,0.0,5.827552839275445e-05,0.00505382321726386
11,17,0.00019441490012978588,0.0,5.827552839275445e-05,0.00505382321726386
11,18,0.00019441490012978588,0.0,5.827552839275445e-05,0.00505382321726386
11,19,0.00019441490012978588,0.0,5.827552839275445e-05,0.00505382321726386
11,20,0.00019441490012978588,0.0,5.827552839275445e-05,0.00505382321726386
11,21,0.00019441490012978588,0.0,5.827552839275445e-05,0.00505382321726386
11,22,0.00019441490012978588,0.0,5.827552839275445e-05,0.00505382321726386
11,23,0.00019441490012978588,0.0,5.827552839275445e-05,0.00505382321726386
11,24,0.00019441490012978588,0.0,5.827552839275445e-05,0.00505382321726386
11,25,0.00019441490012978588,0.0,5.827552839275445e-05,0.00505382321726386
11,26,0.00019441490012978588,0.0,5.827552839275445e-05,0.00505382321726386
12,0,0.04142259414225942,0.0004184100418410042,0.0,0.002092050209205021
12,1,0.04137238493723849,6.359832635985786e-05,0.0004100418410041841,0.002087029288702856
12,2,0.0016107782426777507,8.903765690380103e-06,0.0004723682008368448,0.041841004184100423
12,3,0.0016096029456066205,1.3533723849377758e-06,0.00048109389121341734,0.041841004184100423
12,4,0.0016096029456066205,4.3307916318008845e-08,0.0004824201961506564,0.0418409879436318
12,5,0.0016095977486566624,0.0,0.000482462637908648,0.0418409879436318
12,6,0.0016095770269917275,4.481196313149753e-09,0.000482462637908648,0.041841004184100423
12,7,0.0016095764892481701,0.0,0.0004824670294810349,0.041841004184100423
12,8,0.0016095765017955202,0.0,0.00048246764430116904,0.041841004184100423
12,9,0.0016095765017955202,0.0,0.0004824677303759878,0.041841004184100423
12,10,0.0016095764137532764,0.0,0.0004824677320974842,0.041841004184100423
12,11,0.0016095764137532764,0.0,0.0004824677323384937,0.041841004184100423
12,12,0.001609576413752332,0.0,0.000482467732346206,0.041841004184100423
12,13,0.001609576413752332,0.0,0.000482467732346206,0.041841004184100423
12,14,0.001609576413752332,0.0,0.000482467732346206,0.041841004184100423
12,15,0.001609576413752332,0.0,0.000482467732346206,0.041841004184100423
12,16,0.001609576413752332,0.0,0.000482467732346206,0.041841004184100423
12,17,0.001609576413752332,0.0,0.000482467732346206,0.041841004184100423
12,18,0.001609576413752332,0.0,0.000482467732346206,0.041841004184100423
12,19,0.001609576413752332,0.0,0.000482467732346206,0.041841004184100423
12,20,0.001609576413752332,0.0,0.000482467732346206,0.041841004184100423
12,21,0.001609576413752332,0.0,0.000482467732346206,0.041841004184100423
12,22,0.001609576413752332,0.0,0.000482467732346206,0.041841004184100423
12,23,0.001609576413752332,0.0,0.000482467732346206,0.041841004184100423
12,24,0.001609576413752332,0.0,0.000482467732346206,0.041841004184100423
12,25,0.001609576413752332,0.0,0.000482467732346206,0.041841004184100423
12,26,0.001609576413752332,0.0,0.000482467732346206,0.041841004184100423
13,0,0.08094848732624693,0.0008176614881439084,0.0,0.004088307440719542
13,1,0.08085036794766966,0.00012428454619792337,0.0008013082583810301,0.004078495502861673
13,2,0.0031478004905967486,1.7399836467709273e-05,0.0009231071136549951,0.08176614881439084
13,3,0.003145503712183011,2.64477514309181e-06,0.0009401589533933502,0.08176614881439084
13,4,0.003145503712183011,8.463280457893796e-08,0.0009427508330335802,0.08176611707708911
13,5,0.0031454935562464617,0.0,0.0009428337731820677,0.08176611707708911
13,6,0.003145453061741806,8.757202934119305e-09,0.0009428337731820677,0.08176614881439084
13,7,0.003145452010877454,0.0,0.0009428423552409429,0.08176614881439084
13,8,0.0031454520353976227,0.0,0.0009428435567291856,0.08176614881439084
13,9,0.0031454520353976227,0.0,0.0009428437249375394,0.08176614881439084
13,10,0.0031454518633445053,0.0,0.0009428437283017066,0.08176614881439084
13,11,0.0031454518633445053,0.0,0.0009428437287726899,0.08176614881439084
13,12,0.00314545186334266,0.0,0.0009428437287877614,0.08176614881439084
13,13,0.00314545186334266,0.0,0.0009428437287877614,0.08176614881439084
13,14,0.00314545186334266,0.0,0.0009428437287877614,0.08176614881439084
13,15,0.00314545186334266,0.0,0.0009428437287877614,0.08176614881439084
13,16,0.00314545186334266,0.0,0.0009428437287877614,0.08176614881439084
13,17,0.00314545186334266,0.0,0.0009428437287877614,0.08176614881439084
13,18,0.00314545186334266,0.0,0.0009428437287877614,0.08176614881439084
13,19,0.00314545186334266,0.0,0.0009428437287877614,0.08176614881439084
13,20,0.00314545186334266,0.0,0.0009428437287877614,0.08176614881439084
13,21,0.00314545186334266,0.0,0.0009428437287877614,0.08176614881439084
13,22,0.00314545186334266,0.0,0.0009428437287877614,0.08176614881439084
13,23,0.00314545186334266,0.0,0.0009428437287877614,0.08176614881439084
13,24,0.00314545186334266,0.0,0.0009428437287877614,0.08176614881439084
13,25,0.00314545186334266,0.0,0.0009428437287877614,0.08176614881439084
13,26,0.00314545186334266,0.0,0.0009428437287877614,0.08176614881439084
14,0,0.0,0.0,0.0,0.0
14,1,0.0,0.0,0.0,0.0
14,2,0.0,0.0,0.0,0.0
14,3,0.0,0.0,0.0,0.0
14,4,0.0,0.0,0.0,0.0
14,5,0.0,0.0,0.0,0.0
14,6,0.0,0.0,0.0,0.0
14,7,0.0,0.0,0.0,0.0
14,8,0.0,0.0,0.0,0.0
14,9,0.0,0.0,0.0,0.0
14,10,0.0,0.0,0.0,0.0
14,11,0.0,0.0,0.0,0.0
14,12,0.0,0.0,0.0,0.0
14,13,0.0,0.0,0.0,0.0
