fromRegion,toFacility,decisionPeriod,quantity
12,45,40,5000000.0
12,45,70,5000000.0
12,45,90,5000000.0
12,45,100,5000000.0
12,45,110,5000000.0
12,45,120,11.773316775085656
12,45,140,5000000.0
12,61,10,5000000.0
12,61,30,5000000.0
12,61,50,5000000.0
12,61,60,5000000.0
12,61,80,5000000.0
12,61,90,5000000.0
12,61,130,5000000.0
12,61,150,5000000.0
12,62,30,5000000.0
12,62,40,5000000.0
12,62,60,5000000.0
12,62,150,5000000.0
12,63,30,5000000.0
12,63,60,5000000.0
12,63,70,4999992.551640532
12,63,80,5000000.0
12,63,90,5000000.0
12,63,100,5000000.0
12,63,120,5000000.0
13,8,40,42.970375706294625
13,8,60,4999993.99832489
13,8,80,5000000.0
13,8,100,5000000.0
13,8,110,4999995.615005812
13,8,140,5000000.0
13,13,10,5000000.0
13,13,20,5000000.0
13,13,30,5000000.0
13,13,40,5000000.0
13,13,50,5000000.0
13,13,60,5000000.0
13,13,70,5000000.0
13,13,80,5000000.0
13,13,90,5000000.0
13,13,100,5000000.0
13,13,110,5000000.0
13,13,120,5000000.0
13,13,130,5000000.0
13,13,140,5000000.0
13,13,150,5000000.0
13,21,20,5000000.0
13,21,30,5000000.0
13,21,50,5000000.0
13,21,110,5000000.0
13,21,130,4999999.290110203
13,21,140,5000000.0
13,24,10,5000000.0
13,24,20,5000000.0
13,24,30,5000000.0
13,24,50,5000000.0
13,24,70,5000000.0
13,24,80,5000000.0
13,24,100,5000000.0
13,24,120,5000000.0
13,25,30,1428.5085971072997
13,25,40,1425.6914636894214
13,25,60,5000000.0
13,25,70,4998314.680807087
13,25,80,5000000.0
13,25,90,5000000.0
13,25,100,5000000.0
13,25,110,5000000.0
13,25,120,5000000.0
13,25,130,5000000.0
13,25,140,5000000.0
13,25,150,5000000.0
13,27,30,5000000.0
13,27,60,5000000.0
13,27,80,4999916.365588501
13,27,90,5000000.0
13,27,120,5000000.0
13,27,130,5000000.0
13,27,150,5000000.0
13,28,10,5000000.0
13,28,30,4998611.047224282
13,28,40,335.1230401780242
13,28,50,5000000.0
13,28,60,5000000.0
13,28,90,5000000.0
13,28,110,5000000.0
13,28,120,5000000.0
13,28,130,5000000.0
13,35,10,5000000.0
13,35,20,5000000.0
13,35,40,4999943.83990849
13,35,50,5000000.0
13,35,70,5000000.0
13,35,90,5000000.0
13,35,140,5000000.0
13,35,150,14.745589121507486
13,40,20,5000000.0
13,40,30,5000000.0
13,40,60,5000000.0
13,40,70,5000000.0
13,40,100,5000000.0
13,40,110,5000000.0
13,40,130,5000000.0
13,40,140,146.39488525333542
13,47,10,5000000.0
13,47,40,4999714.376506595
13,47,60,5000000.0
13,47,70,5000000.0
13,47,80,5000000.0
13,47,90,5000000.0
13,47,120,5000000.0
13,47,150,5000000.0
13,53,20,5000000.0
13,53,40,4998554.120965985
13,53,50,5000000.0
13,53,70,5000000.0
13,53,90,4999994.904350917
13,53,100,5000000.0
13,53,120,5000000.0
13,53,130,4999513.221620628
13,53,150,5000000.0
13,56,10,5000000.0
13,56,20,4999949.752390114
13,56,40,5000000.0
13,56,50,5000000.0
13,56,80,5000000.0
13,56,110,5000000.0
13,56,130,5000000.0
13,56,140,5000000.0
13,56,150,5000000.0
14,1,10,5000000.0
14,1,20,150.9335450068977
14,1,30,4999772.568557577
14,1,70,5000000.0
14,1,80,5000000.0
14,1,100,5000000.0
14,1,120,5000000.0
14,1,140,5000000.0
14,12,20,5000000.0
14,12,30,5000000.0
14,12,40,5000000.0
14,12,50,5000000.0
14,12,60,5000000.0
14,12,70,5000000.0
14,12,80,5000000.0
14,12,90,5000000.0
14,12,130,5000000.0
14,14,10,5000000.0
14,14,20,5000000.0
14,14,30,5000000.0
14,14,40,5000000.0
14,14,50,5000000.0
14,14,60,5000000.0
14,14,70,5000000.0
14,14,80,5000000.0
14,14,90,5000000.0
14,14,100,5000000.0
14,14,110,5000000.0
14,14,120,5000000.0
14,14,130,5000000.0
14,14,140,5000000.0
14,14,150,5000000.0
14,20,10,5000000.0
14,20,30,4999833.145033292
14,20,70,5000000.0
14,20,90,5000000.0
14,20,100,5000000.0
14,20,110,5000000.0
14,20,120,5000000.0
14,20,130,5000000.0
14,20,140,5000000.0
14,20,150,5000000.0
14,33,20,5000000.0
14,33,60,5000000.0
14,33,80,5000000.0
14,33,90,5000000.0
14,33,140,5000000.0
14,33,150,5000000.0
14,37,10,4999998.638582826
14,37,20,4999283.966195642
14,37,40,5000000.0
14,37,50,5000000.0
14,37,100,5000000.0
14,37,130,5000000.0
14,39,10,5000000.0
14,39,40,0.08750755733718843
14,39,90,5000000.0
14,39,100,0.010096812524629255
14,39,110,5000000.0
14,39,120,5000000.0
14,39,130,5000000.0
14,61,10,5000000.0
14,61,20,5000000.0
14,61,30,4999999.187343151
14,61,40,5000000.0
14,61,50,5000000.0
14,61,60,5000000.0
14,61,110,5000000.0
14,61,120,4999999.998920863
14,61,130,5000000.0
14,61,140,5000000.0
14,61,150,5000000.0
14,62,30,4999911.040393187
14,62,50,5000000.0
14,62,70,5000000.0
14,62,100,5000000.0
14,62,110,5000000.0
14,62,140,5000000.0
14,62,150,5000000.0
14,63,20,566.1015479220077
14,63,30,484.250346114221
14,63,40,5000000.0
14,63,60,5000000.0
14,63,70,5000000.0
14,63,80,5000000.0
14,63,110,0.008378972172524366
14,63,120,39.01005033355805
14,63,150,5000000.0
15,1,10,5000000.0
15,1,30,5000000.0
15,1,40,5000000.0
15,1,70,16.28875788396215
15,1,80,5000000.0
15,1,90,5000000.0
15,1,100,307.601087693125
15,1,120,5000000.0
15,1,130,5000000.0
15,1,140,5000000.0
15,1,150,5000000.0
15,2,20,5000000.0
15,2,30,5000000.0
15,2,40,5000000.0
15,2,120,5000000.0
15,4,20,5000000.0
15,4,30,5000000.0
15,4,40,1235.4647831713085
15,4,60,5000000.0
15,4,70,5000000.0
15,4,110,5000000.0
15,4,130,5000000.0
15,4,140,5000000.0
15,10,40,5000000.0
15,10,50,4999889.372356486
15,10,60,5000000.0
15,10,80,5000000.0
15,10,90,254.9152208061201
15,10,120,5000000.0
15,10,140,5000000.0
15,12,10,5000000.0
15,12,40,4999419.975023977
15,12,60,5000000.0
15,12,70,5000000.0
15,12,110,5000000.0
15,12,120,5000000.0
15,12,130,5000000.0
15,12,150,5000000.0
15,15,10,5000000.0
15,15,20,5000000.0
15,15,30,5000000.0
15,15,40,5000000.0
15,15,50,5000000.0
15,15,60,5000000.0
15,15,70,5000000.0
15,15,80,5000000.0
15,15,90,5000000.0
15,15,100,5000000.0
15,15,110,5000000.0
15,15,120,5000000.0
15,15,130,5000000.0
15,15,140,5000000.0
15,15,150,5000000.0
15,45,10,5000000.0
15,45,50,5000000.0
15,45,70,4999466.113358202
15,45,90,5000000.0
15,45,100,5000000.0
15,45,110,5000000.0
15,45,140,5000000.0
15,45,150,5000000.0
15,54,10,5000000.0
15,54,50,5000000.0
15,54,60,4999436.449674575
15,54,70,5000000.0
15,54,80,5000000.0
15,54,90,5000000.0
15,54,100,5000000.0
15,54,130,200.51164403450298
15,54,150,5000000.0
15,58,20,5000000.0
15,58,30,5000000.0
15,58,50,5000000.0
15,58,100,5000000.0
15,58,110,5000000.0
15,58,120,5000000.0
15,63,10,5000000.0
15,63,20,5000000.0
15,63,30,5000000.0
15,63,40,5000000.0
15,63,50,5000000.0
15,63,60,5000000.0
15,63,80,5000000.0
15,63,90,5000000.0
15,63,100,5000000.0
15,63,130,5000000.0
15,63,150,5000000.0
16,16,10,5000000.0
16,16,20,5000000.0
16,16,30,5000000.0
16,16,40,5000000.0
16,16,50,5000000.0
16,16,60,5000000.0
16,16,70,5000000.0
16,16,80,5000000.0
16,16,90,5000000.0
16,16,100,5000000.0
16,16,110,5000000.0
16,16,120,5000000.0
16,16,130,5000000.0
16,16,140,5000000.0
16,16,150,5000000.0
16,46,10,5000000.0
16,46,20,4999762.716442002
16,46,40,4999984.724449856
16,46,50,5000000.0
16,46,60,4999997.386302955
16,46,80,4999865.829445496
16,46,90,4999763.090892887
16,46,110,62.768003200843175
16,46,120,4999966.781568151
16,46,130,114.7277206924203
16,46,140,4999974.145251028
16,55,10,5000000.0
16,55,20,41.65138337773191
16,55,30,5000000.0
16,55,50,5000000.0
16,55,60,171.35489062936912
16,55,70,4999937.100737428
16,55,80,0.030535946898680777
16,55,90,5000000.0
16,55,100,4999980.493483464
16,55,110,75.533768597478
16,55,120,74.48262486127314
16,55,130,4999969.90649026
16,55,140,5000000.0
16,55,150,5000000.0
17,4,10,5000000.0
17,4,20,5000000.0
17,4,40,4998777.560712099
17,4,50,5000000.0
17,4,70,5000000.0
17,4,80,4999964.356856637
17,4,90,5000000.0
17,4,140,5000000.0
17,4,150,5000000.0
17,10,40,5000000.0
17,10,50,5000000.0
17,10,70,5000000.0
17,10,80,5000000.0
17,10,100,5000000.0
17,10,130,5000000.0
17,17,10,5000000.0
17,17,20,5000000.0
17,17,30,5000000.0
17,17,40,5000000.0
17,17,50,5000000.0
17,17,60,5000000.0
17,17,70,5000000.0
17,17,80,5000000.0
17,17,90,5000000.0
17,17,100,5000000.0
17,17,110,5000000.0
17,17,120,5000000.0
17,17,130,5000000.0
17,17,140,5000000.0
17,17,150,5000000.0
17,34,10,5000000.0
17,34,20,4999814.22427306
17,34,30,5000000.0
17,34,40,4999905.398255254
17,34,50,5000000.0
17,34,60,5000000.0
17,34,70,5000000.0
17,34,100,4999744.124121313
17,34,110,5000000.0
17,34,120,5000000.0
17,34,130,5000000.0
17,34,150,5000000.0
17,41,80,5000000.0
17,41,90,4999974.176795268
17,41,100,5000000.0
17,41,110,5000000.0
17,41,120,5000000.0
17,41,140,5000000.0
17,41,150,5000000.0
17,54,20,5000000.0
17,54,30,5000000.0
17,54,40,1363.833946697414
17,54,60,5000000.0
17,57,10,5000000.0
17,57,30,5000000.0
17,57,40,4999987.634427492
17,57,50,5000000.0
17,57,60,5000000.0
17,57,90,5000000.0
17,57,100,5000000.0
17,57,110,5000000.0
17,57,120,12.797146380877349
17,57,130,5000000.0
17,57,140,4999955.808141186
17,58,10,5000000.0
17,58,20,5000000.0
17,58,30,5000000.0
17,58,40,5000000.0
17,58,60,5000000.0
17,58,70,4999792.349295649
17,58,80,5000000.0
17,58,90,5000000.0
17,58,100,259.2667943437557
17,58,110,5000000.0
17,58,120,5000000.0
17,58,130,5000000.0
17,64,20,106.55059616181961
17,64,50,104.03949378058314
17,64,120,5000000.0
17,64,140,5000000.0
17,64,150,5000000.0
18,3,20,5000000.0
18,3,60,5000000.0
18,3,70,5000000.0
18,3,90,5000000.0
18,3,120,4999965.660459273
18,3,150,5000000.0
18,7,10,5000000.0
18,7,20,5000000.0
18,7,40,0.3807161569555066
18,7,60,5000000.0
18,7,70,5000000.0
18,7,80,5000000.0
18,7,90,5000000.0
18,7,100,5000000.0
18,7,110,5000000.0
18,7,130,5000000.0
18,18,10,5000000.0
18,18,20,5000000.0
18,18,30,5000000.0
18,18,40,5000000.0
18,18,50,5000000.0
18,18,60,5000000.0
18,18,70,5000000.0
18,18,80,5000000.0
18,18,90,5000000.0
18,18,100,5000000.0
18,18,110,5000000.0
18,18,120,5000000.0
18,18,130,5000000.0
18,18,140,5000000.0
18,18,150,5000000.0
18,19,60,5000000.0
18,19,80,5000000.0
18,19,100,5000000.0
18,19,150,5000000.0
18,22,10,5000000.0
18,22,30,5000000.0
18,22,50,5000000.0
18,22,70,5000000.0
18,22,100,5000000.0
18,22,110,5000000.0
18,22,120,5000000.0
18,22,140,4999991.774231131
18,22,150,4.363568529372289
18,36,10,5000000.0
18,36,20,5000000.0
18,36,30,5000000.0
18,36,40,5000000.0
18,36,50,5000000.0
18,36,70,5000000.0
18,36,90,5000000.0
18,36,110,5000000.0
18,36,120,5000000.0
18,36,140,5000000.0
18,36,150,4999985.038890379
18,38,20,5000000.0
18,38,30,5000000.0
18,38,40,5000000.0
18,38,50,0.3469243726134794
18,38,60,5000000.0
18,38,130,5000000.0
18,65,10,4999987.085515513
18,65,30,4999983.947825701
18,65,40,5000000.0
18,65,50,5000000.0
18,65,80,5000000.0
18,65,120,5000000.0
18,65,130,5000000.0
18,65,140,5000000.0
18,65,150,5000000.0
19,7,30,5000000.0
19,7,60,5000000.0
19,7,70,5000000.0
19,7,80,5000000.0
19,7,100,46.6619971109508
19,7,110,5000000.0
19,7,130,5000000.0
19,7,140,5000000.0
19,7,150,5000000.0
19,18,10,5000000.0
19,18,20,5000000.0
19,18,30,5000000.0
19,18,40,5000000.0
19,18,50,5000000.0
19,18,70,5000000.0
19,18,90,5000000.0
19,18,110,5000000.0
19,18,120,5000000.0
19,18,130,5000000.0
19,18,140,2.2503823547225363
19,19,10,5000000.0
19,19,20,5000000.0
19,19,30,5000000.0
19,19,40,5000000.0
19,19,50,5000000.0
19,19,60,5000000.0
19,19,70,5000000.0
19,19,80,5000000.0
19,19,90,5000000.0
19,19,100,5000000.0
19,19,110,5000000.0
19,19,120,5000000.0
19,19,130,5000000.0
19,19,140,5000000.0
19,19,150,5000000.0
19,22,10,5000000.0
19,22,40,5000000.0
19,22,90,460.40586979780346
19,22,130,5000000.0
19,22,140,5000000.0
19,31,50,4999815.946497135
19,31,80,281.04190768521465
19,31,90,4999904.46286313
19,31,100,5000000.0
19,31,150,5000000.0
19,32,10,4999999.894324184
19,32,30,5000000.0
19,32,40,4999999.944666375
19,32,70,5000000.0
19,32,80,4999775.278325427
19,32,90,5000000.0
19,32,120,5000000.0
19,32,140,28.461243131600874
19,32,150,5000000.0
19,36,20,5000000.0
19,36,40,5000000.0
19,36,60,5000000.0
19,36,100,5000000.0
19,36,110,4999927.41237297
19,36,120,5000000.0
19,38,10,5000000.0
19,38,20,5000000.0
19,38,30,4999999.991311119
19,38,40,94.93702244479209
19,38,50,5000000.0
19,38,60,5000000.0
19,38,70,5000000.0
19,38,80,5000000.0
19,38,90,5000000.0
19,38,100,5000000.0
19,38,110,4999867.438059352
19,38,130,5000000.0
19,38,140,5000000.0
19,65,40,4999998.758989973
19,65,50,5000000.0
19,65,60,5000000.0
19,65,80,5000000.0
19,65,100,5000000.0
19,65,110,4999998.807894423
19,65,120,5000000.0
19,65,150,5000000.0
20,1,10,5000000.0
20,1,20,5000000.0
20,1,70,5000000.0
20,1,90,5000000.0
20,1,110,4999963.489522186
20,1,120,5000000.0
20,2,10,5000000.0
20,2,30,5000000.0
20,2,40,5000000.0
20,2,60,5000000.0
20,2,80,5000000.0
20,2,90,5000000.0
20,2,120,4999971.766744917
20,2,140,5000000.0
20,4,10,5000000.0
20,4,20,5000000.0
20,4,50,5000000.0
20,4,90,5000000.0
20,4,110,5000000.0
20,4,120,5000000.0
20,4,130,5000000.0
20,10,10,5000000.0
20,10,30,4999833.402856184
20,10,40,5000000.0
20,10,50,5000000.0
20,10,60,5000000.0
20,10,80,5000000.0
20,10,90,5000000.0
20,10,110,207.7019538680623
20,10,140,5000000.0
20,10,150,5000000.0
20,12,10,5000000.0
20,12,30,5000000.0
20,12,40,5000000.0
20,12,70,5000000.0
20,12,90,5000000.0
20,12,100,5000000.0
20,12,110,5000000.0
20,12,130,5000000.0
20,12,140,5000000.0
20,12,150,5000000.0
20,14,20,5000000.0
20,14,30,5000000.0
20,14,40,5000000.0
20,14,50,220.6514440749472
20,14,60,0.04082242545790332
20,14,80,5000000.0
20,20,10,5000000.0
20,20,20,5000000.0
20,20,30,5000000.0
20,20,40,5000000.0
20,20,50,5000000.0
20,20,60,5000000.0
20,20,70,5000000.0
20,20,80,5000000.0
20,20,90,5000000.0
20,20,100,5000000.0
20,20,110,5000000.0
20,20,120,5000000.0
20,20,130,5000000.0
20,20,140,5000000.0
20,20,150,5000000.0
20,23,60,5000000.0
20,23,70,4999272.776913569
20,23,80,5000000.0
20,23,100,0.08433520320447663
20,23,110,5000000.0
20,23,120,5000000.0
20,23,150,5000000.0
20,33,10,5000000.0
20,33,30,5000000.0
20,33,50,5000000.0
20,33,60,5000000.0
20,33,80,5000000.0
20,33,100,5000000.0
20,33,110,5000000.0
20,33,120,5000000.0
20,33,130,5000000.0
20,33,140,5000000.0
20,37,30,5000000.0
20,37,40,5000000.0
20,37,50,5000000.0
20,37,70,5000000.0
20,37,80,5000000.0
20,37,100,5000000.0
20,37,120,90.98018489171356
20,37,130,5000000.0
20,37,140,5000000.0
20,37,150,5000000.0
20,41,20,5000000.0
20,41,40,5000000.0
20,41,50,5000000.0
20,41,60,5000000.0
20,41,70,5000000.0
20,41,100,5000000.0
20,41,110,4999828.981689364
20,41,130,5000000.0
20,41,140,5000000.0
20,41,150,5000000.0
20,61,20,5000000.0
20,61,30,5000000.0
20,61,40,5000000.0
20,61,50,5000000.0
20,61,70,5000000.0
20,61,100,5000000.0
20,61,110,5000000.0
20,61,120,5000000.0
20,61,130,4999729.945240005
20,61,140,5000000.0
20,61,150,5000000.0
20,62,10,5000000.0
20,62,20,5000000.0
20,62,60,5000000.0
20,62,80,5000000.0
20,62,90,5000000.0
20,62,120,5000000.0
20,62,130,5000000.0
20,62,150,5000000.0
20,63,20,5000000.0
20,63,70,5000000.0
20,63,90,5000000.0
20,63,100,5000000.0
21,8,30,5000000.0
21,8,40,5000000.0
21,8,50,5000000.0
21,8,70,464.3557380276874
21,8,90,5000000.0
21,8,120,5000000.0
21,8,140,5000000.0
21,11,20,4999413.799447382
21,11,30,5000000.0
21,11,40,5000000.0
21,11,70,73.31204822190371
21,11,100,4999198.315060473
21,11,110,4999950.281022465
21,11,120,4999884.245381606
21,11,130,5000000.0
21,11,150,5000000.0
21,13,10,5000000.0
21,13,40,5000000.0
21,13,60,5000000.0
21,13,70,5000000.0
21,13,80,5000000.0
21,13,90,5000000.0
21,13,100,5000000.0
21,13,120,5000000.0
21,13,130,5000000.0
21,13,150,5000000.0
21,21,10,5000000.0
21,21,20,5000000.0
21,21,30,5000000.0
21,21,40,5000000.0
21,21,50,5000000.0
21,21,60,5000000.0
21,21,70,5000000.0
21,21,80,5000000.0
21,21,90,5000000.0
21,21,100,5000000.0
21,21,110,5000000.0
21,21,120,5000000.0
21,21,130,5000000.0
21,21,140,5000000.0
21,21,150,5000000.0
21,24,20,5000000.0
21,24,40,0.0392034858399075
21,24,90,5000000.0
21,24,100,5000000.0
21,24,110,4999907.379660879
21,24,130,5000000.0
21,24,150,5000000.0
21,25,20,5000000.0
21,25,30,5000000.0
21,25,40,5000000.0
21,25,50,5000000.0
21,25,60,5000000.0
21,25,70,5000000.0
21,25,90,4999719.372018116
21,25,120,5000000.0
21,25,140,5000000.0
21,25,150,5000000.0
21,27,10,5000000.0
21,27,50,0.043236014912464135
21,27,60,5000000.0
21,27,70,5000000.0
21,27,80,5000000.0
21,27,100,5000000.0
21,27,140,5000000.0
21,35,10,5000000.0
21,35,80,5000000.0
21,35,100,5000000.0
21,35,110,5000000.0
21,35,120,5000000.0
21,35,130,5000000.0
21,35,140,5000000.0
21,35,150,5000000.0
21,42,20,44.34128883054349
21,42,30,5000000.0
21,42,40,5000000.0
21,42,60,5000000.0
21,42,80,4999928.563000507
21,42,90,0.12090907366430464
21,42,110,5000000.0
21,42,120,25.86822710411468
21,47,10,5000000.0
21,47,20,5000000.0
21,47,30,5000000.0
21,47,50,5000000.0
21,47,60,5000000.0
21,47,80,5000000.0
21,47,90,5000000.0
21,47,100,5000000.0
21,47,120,5000000.0
21,47,130,5000000.0
21,47,150,0.8463463346363195
21,50,10,5000000.0
21,50,20,5000000.0
21,50,50,5000000.0
21,50,70,5000000.0
21,50,100,240.79802103266806
21,50,110,5000000.0
21,50,140,4999873.9066956695
21,59,10,5000000.0
21,59,30,5000000.0
21,59,50,5000000.0
21,59,60,5000000.0
21,59,70,5000000.0
21,59,80,5000000.0
21,59,100,184.50224388236057
21,59,130,5000000.0
21,59,140,5000000.0
22,3,10,5000000.0
22,3,20,5000000.0
22,3,40,5000000.0
22,3,50,5000000.0
22,3,70,5000000.0
22,3,80,5000000.0
22,3,90,89.36588367887754
22,3,100,5000000.0
22,3,120,5000000.0
22,3,130,5000000.0
22,3,140,5000000.0
22,7,20,5000000.0
22,7,30,5000000.0
22,7,40,11.596017661903502
22,7,50,5000000.0
22,7,60,5000000.0
22,7,100,4999764.092149371
22,7,150,5000000.0
22,18,20,5000000.0
22,18,40,5000000.0
22,18,60,5000000.0
22,18,80,12.663599422095873
22,18,90,5000000.0
22,18,120,4999991.706069116
22,18,130,5000000.0
22,18,150,5000000.0
22,19,20,86.57817681794525
22,19,30,5000000.0
22,19,50,5000000.0
22,19,60,5000000.0
22,19,70,4999994.2658728715
22,19,80,5000000.0
22,19,90,5000000.0
22,19,100,5000000.0
22,19,110,5000000.0
22,19,120,5000000.0
22,19,150,5000000.0
22,22,10,5000000.0
22,22,20,5000000.0
22,22,30,5000000.0
22,22,40,5000000.0
22,22,50,5000000.0
22,22,60,5000000.0
22,22,70,5000000.0
22,22,80,5000000.0
22,22,90,5000000.0
22,22,100,5000000.0
22,22,110,5000000.0
22,22,120,5000000.0
22,22,130,5000000.0
22,22,140,5000000.0
22,22,150,5000000.0
22,31,10,5000000.0
22,31,30,5000000.0
22,31,40,5000000.0
22,31,50,5000000.0
22,31,110,5000000.0
22,31,120,2.505058423509717
22,31,140,5000000.0
22,31,150,5000000.0
22,38,10,5000000.0
22,38,30,5000000.0
22,38,40,5.273125729323446
22,38,50,1.408499746663363
22,38,70,5000000.0
22,38,80,5000000.0
22,38,90,371.9243475316901
22,38,100,229.64633257352412
22,38,110,5000000.0
22,38,120,5000000.0
22,38,140,5000000.0
22,65,20,4999998.447413198
22,65,60,4999984.2349404795
22,65,80,4999980.601723667
22,65,100,4999999.055419839
22,65,130,5000000.0
22,65,140,5000000.0
22,67,10,4999970.334224981
22,67,40,5000000.0
22,67,70,5000000.0
22,67,90,5000000.0
22,67,110,5000000.0
22,67,130,5000000.0
23,2,10,5000000.0
23,2,20,5000000.0
23,2,30,5000000.0
23,2,60,5000000.0
23,2,70,5000000.0
23,2,100,5000000.0
23,2,120,5000000.0
23,2,130,5000000.0
23,2,140,5000000.0
23,2,150,5000000.0
23,4,40,5000000.0
23,4,60,5000000.0
23,4,70,5000000.0
23,4,80,5000000.0
23,4,90,5000000.0
23,4,130,5000000.0
23,4,150,5000000.0
23,12,10,5000000.0
23,12,60,4999965.555432202
23,12,80,5000000.0
23,12,100,5000000.0
23,12,110,5000000.0
23,20,10,5000000.0
23,20,20,5000000.0
23,20,30,5000000.0
23,20,40,5000000.0
23,20,50,5000000.0
23,20,70,5000000.0
23,20,90,5000000.0
23,20,120,62.472680271603174
23,20,130,5000000.0
23,20,140,5000000.0
23,23,10,5000000.0
23,23,20,5000000.0
23,23,30,5000000.0
23,23,40,5000000.0
23,23,50,5000000.0
23,23,60,5000000.0
23,23,70,5000000.0
23,23,80,5000000.0
23,23,90,5000000.0
23,23,100,5000000.0
23,23,110,5000000.0
23,23,120,5000000.0
23,23,130,5000000.0
23,23,140,5000000.0
23,23,150,5000000.0
23,32,40,5000000.0
23,32,50,5000000.0
23,32,70,5000000.0
23,32,80,5000000.0
23,32,90,4999945.751080252
23,32,100,5000000.0
23,32,130,5000000.0
23,32,150,5000000.0
23,33,20,5000000.0
23,33,30,5000000.0
23,33,40,5000000.0
23,33,50,5000000.0
23,33,80,4999999.97821828
23,33,90,4999999.998613484
23,33,110,5000000.0
23,33,150,5000000.0
23,39,10,5000000.0
23,39,20,5000000.0
23,39,30,5000000.0
23,39,50,5000000.0
23,39,60,5000000.0
23,39,70,5000000.0
23,39,80,0.04216578622878069
23,39,110,5000000.0
23,39,120,5000000.0
23,39,140,5000000.0
23,61,30,5000000.0
23,61,40,5000000.0
23,61,90,5000000.0
23,61,100,5000000.0
23,61,120,5000000.0
23,61,130,5000000.0
23,61,140,5000000.0
23,62,10,5000000.0
23,62,20,5000000.0
23,62,80,5000000.0
23,62,90,5000000.0
23,62,100,0.09231424983590841
23,62,110,5000000.0
23,62,120,4999937.530878199
23,63,10,4999440.746570668
23,63,50,5000000.0
23,63,60,5000000.0
23,63,110,5000000.0
23,63,120,5000000.0
23,63,140,5000000.0
23,63,150,5000000.0
24,8,10,5000000.0
24,8,20,5000000.0
24,8,30,5000000.0
24,8,50,4999993.341291674
24,8,60,5000000.0
24,8,70,5000000.0
24,8,90,5000000.0
24,8,100,5000000.0
24,8,120,5000000.0
24,8,130,5000000.0
24,8,140,1.604427865684226
24,13,40,5000000.0
24,13,60,5000000.0
24,13,90,5000000.0
24,13,110,5000000.0
24,13,130,5000000.0
24,13,140,5000000.0
24,13,150,5000000.0
24,21,10,5000000.0
24,21,30,5000000.0
24,21,50,5000000.0
24,21,60,5000000.0
24,21,70,5000000.0
24,21,80,5000000.0
24,21,120,4999962.202334995
24,21,140,5000000.0
24,24,10,5000000.0
24,24,20,5000000.0
24,24,30,5000000.0
24,24,40,5000000.0
24,24,50,5000000.0
24,24,60,5000000.0
24,24,70,5000000.0
24,24,80,5000000.0
24,24,90,5000000.0
24,24,100,5000000.0
24,24,110,5000000.0
24,24,120,5000000.0
24,24,130,5000000.0
24,24,140,5000000.0
24,24,150,5000000.0
24,27,20,5000000.0
24,27,30,7.274156540575859
24,27,50,5000000.0
24,27,70,5000000.0
24,27,100,5000000.0
24,27,110,5000000.0
24,27,120,5000000.0
24,27,130,5000000.0
24,28,10,4999998.238568361
24,28,20,5000000.0
24,28,30,5000000.0
24,28,40,5000000.0
24,28,80,5000000.0
24,28,110,5000000.0
24,28,120,5000000.0
24,28,150,5000000.0
24,40,20,4999963.472564217
24,40,50,4999283.474063426
24,40,80,5000000.0
24,40,100,5000000.0
24,40,110,40.763206698506444
24,40,120,5000000.0
24,40,130,5000000.0
24,40,140,5000000.0
24,40,150,5000000.0
24,47,10,5000000.0
24,47,20,5000000.0
24,47,40,5000000.0
24,47,50,794.2308442577703
24,47,60,4998925.593078326
24,47,90,5000000.0
24,47,100,4999958.374768396
24,49,40,5000000.0
24,49,70,5000000.0
24,49,80,5000000.0
24,49,90,5000000.0
24,49,100,41.09273593263722
24,49,130,5000000.0
24,49,140,5000000.0
24,49,150,5000000.0
24,53,10,5000000.0
24,53,30,5000000.0
24,53,40,302.81978362146117
24,53,60,5000000.0
24,53,70,5000000.0
24,53,80,5000000.0
24,53,110,5000000.0
24,53,140,5000000.0
24,56,20,5000000.0
24,56,60,1074.252585738447
24,56,90,5000000.0
24,56,100,5000000.0
24,56,110,5000000.0
24,56,150,5000000.0
25,6,30,5000000.0
25,6,40,5000000.0
25,6,90,4999669.760125511
25,6,100,5000000.0
25,6,120,376.1763930134475
25,6,140,184.36374960618403
25,8,10,5000000.0
25,8,20,5000000.0
25,8,40,5000000.0
25,8,50,5000000.0
25,8,70,5000000.0
25,8,80,5000000.0
25,8,90,5000000.0
25,8,110,5000000.0
25,8,150,5000000.0
25,11,10,1057.47886674229
25,11,50,5000000.0
25,11,60,5000000.0
25,11,90,5000000.0
25,11,110,5000000.0
25,11,130,5000000.0
25,11,140,4999707.425239073
25,13,10,5000000.0
25,13,20,5000000.0
25,13,50,5000000.0
25,13,70,5000000.0
25,21,10,5000000.0
25,21,30,4999999.872827463
25,21,80,4999993.7664293
25,21,100,5000000.0
25,21,110,5000000.0
25,21,130,5000000.0
25,25,10,5000000.0
25,25,20,5000000.0
25,25,30,5000000.0
25,25,40,5000000.0
25,25,50,5000000.0
25,25,60,5000000.0
25,25,70,5000000.0
25,25,80,5000000.0
25,25,90,5000000.0
25,25,100,5000000.0
25,25,110,5000000.0
25,25,120,5000000.0
25,25,130,5000000.0
25,25,140,5000000.0
25,25,150,5000000.0
25,27,20,5000000.0
25,27,30,5000000.0
25,27,40,5000000.0
25,27,60,5000000.0
25,27,70,4999927.889155629
25,27,80,5000000.0
25,27,100,5000000.0
