region,timePeriod,V
3,15,1467.486699392464
3,16,1232.7082578210866
3,17,1046.4920317323908
3,18,899.2262411619719
3,19,780.1895818105148
3,20,682.2029799810844
3,21,599.8024308218289
3,22,528.8302895977281
3,23,432.6737892842388
3,24,348.93825031010704
3,25,273.5181534301976
3,26,203.70651614435704
3,27,193.37285215377747
3,28,309.730380364865
3,29,394.22658122370996
3,30,456.4203740351351
3,31,467.49534049319385
3,32,470.825777588204
3,33,467.75749057901635
3,34,459.725026321349
3,35,447.7887722540236
3,36,434.0792483367052
3,37,393.4206735081446
3,38,354.6880546087542
3,39,317.229420922057
3,40,281.29690326009035
3,41,243.45213906833737
3,42,206.12599299762388
3,43,168.55655896070112
3,44,218.4631919506099
3,45,204.3620764822129
3,46,185.54000390754874
3,47,162.65245329573267
3,48,158.02278080572538
3,49,157.2693259077242
3,50,177.46136423578693
3,51,158.6533534690405
3,52,154.73404176951124
3,53,153.57300392428837
3,54,152.73722687468913
3,55,151.92493029544912
3,56,151.10165277104525
3,57,150.2717402610911
3,58,149.89302449012067
3,59,148.80856578913088
3,60,148.1086753159458
3,61,147.34357638837707
3,62,146.55121182753703
3,63,211.55694737381853
3,64,218.98893942000902
3,65,224.3430611844819
3,66,222.40543551488165
3,67,214.27987688432177
3,68,201.18164855988687
3,69,183.99434693496428
3,70,163.3546408650698
3,71,139.71029651295993
3,72,161.23279268638973
3,73,158.18035522522345
3,74,148.91376848806024
3,75,134.867847482304
3,76,155.35277414054906
3,77,146.34428217905625
3,78,131.92243305120408
3,79,134.1367199388554
3,80,129.03158370134858
3,81,127.48308786369995
3,82,160.94323493230374
3,83,159.56562340950882
3,84,152.3888146111807
3,85,140.23010095284425
3,86,158.346599528517
3,87,166.20678435025792
3,88,166.54479127778387
3,89,160.9420708344969
3,90,150.57550144825822
3,91,136.3081461309613
3,92,119.17449246333678
3,93,132.48892420554367
3,94,136.95874204772156
3,95,134.62594498318242
3,96,135.17751908444578
3,97,125.87851080179767
3,98,112.59440640279897
3,99,110.49767998408392
3,100,129.53333049587505
3,101,138.99734958012186
3,102,141.12001221074433
3,103,137.46859472067356
3,104,131.48052459588362
3,105,120.24134013006287
3,106,105.77494693551193
3,107,131.0633735169383
3,108,145.9179004296916
3,109,152.2064365531985
3,110,152.8464559467927
3,111,149.17988314472512
3,112,140.7839547894217
3,113,129.75644323476504
3,114,135.20940206080746
3,115,134.36596203316356
3,116,128.68035438486615
3,117,119.84131478449464
3,118,108.0647127766306
3,119,94.13697619627806
3,120,91.36693320084818
3,121,96.48810256350495
3,122,95.8284186931128
3,123,90.22269197367149
3,124,88.63843869811258
3,125,88.01205778881813
3,126,94.95716034648773
3,127,88.04485977906175
3,128,92.87946756766361
3,129,91.41744733777968
3,130,85.85096086009783
3,131,84.58374779535198
3,132,83.9812203194461
3,133,83.49776820691108
3,134,83.03395831761631
3,135,93.0898956252031
3,136,96.56854616690669
3,137,95.09712091475146
3,138,89.9726452112176
3,139,81.35230453820937
3,140,79.45343870362376
3,141,78.8616926780838
3,142,78.42580781427358
3,143,87.77350674252747
3,144,84.736975479081
3,145,77.7810958757392
3,146,76.42371666526192
3,147,75.86469414158687
3,148,75.43713987411934
3,149,75.98290813773288
3,150,74.59125384422197
3,151,73.96704820578297
3,152,73.71583609012261
3,153,73.06063299034744
3,154,72.86861607268516
3,155,116.41281527693211
4,1,0.0
4,2,4510.6184495266
4,3,3364.3852567594377
4,4,2562.091337150196
4,5,1957.1972248869854
4,6,1501.4942404568549
4,7,1157.974434627026
4,8,898.8497046987538
4,9,703.235109476552
4,10,555.4271455888809
4,11,443.6140322962878
4,12,358.90866367502696
4,13,294.56281771973187
4,14,245.63793908527842
4,15,208.3540095546827
4,16,179.80685160642605
4,17,157.8450378892434
4,18,140.85454532784928
4,19,127.6171145099176
4,20,117.21557574375231
4,21,108.9588665231051
4,22,102.32616900167002
4,23,96.92478167324997
4,24,92.45898229322216
4,25,88.7060229796056
4,26,85.49856613263282
4,27,82.70901635100972
4,28,80.24171770156751
4,29,78.02447788653541
4,30,76.00279413336487
4,31,74.1353304914621
4,32,72.3909770209157
4,33,70.74610951639391
4,34,69.18283414557675
4,35,67.6875146312489
4,36,66.2497148715394
4,37,64.86150183821375
4,38,63.51664269729099
4,39,62.21047454016064
4,40,60.93930852094322
4,41,59.700283144488594
4,42,58.491106881661146
4,43,57.30991131388557
4,44,56.15522641918035
4,45,55.02554336689438
4,46,53.92029057965591
4,47,52.838030710376195
4,48,51.77873938334596
4,49,50.740937859513174
4,50,49.72448207605751
4,51,48.72921914551495
4,52,47.75404615846616
4,53,46.798545986548696
4,54,45.86229705708595
4,55,44.944893769637716
4,56,44.045916146071896
4,57,43.164668648687616
4,58,42.30150664465415
4,59,41.45543919170629
4,60,40.62645610547367
4,61,39.814050546504966
4,62,39.01789723513682
4,63,38.237409482239904
4,64,37.47257905625501
4,65,36.72341218983754
4,66,35.98915000227965
4,67,35.26954207434895
4,68,34.564311574133775
4,69,33.873180532854114
4,70,33.19587147131623
4,71,32.532109731401604
4,72,31.881626805726658
4,73,31.244112230175293
4,74,30.619341135153938
4,75,30.006874892737066
4,76,29.40689277201479
4,77,28.81868332376383
4,78,28.242281293681547
4,79,27.677676161531338
4,80,27.124297448295813
4,81,26.58195814378718
4,82,26.050450897084925
4,83,25.529567181735654
4,84,25.019102304318974
4,85,24.51865345163075
4,86,24.02844836363581
4,87,23.54800054116145
4,88,23.077147541505983
4,89,22.61569900187562
4,90,22.163480750615197
4,91,21.720153106584885
4,92,21.28571482652601
4,93,20.860153603691746
4,94,20.443080316492683
4,95,20.034226218213437
4,96,19.633538897990142
4,97,19.240867703622126
4,98,18.85606483535468
4,99,18.478972053931212
4,100,18.10959270002663
4,101,17.74749301125185
4,102,17.392676309588097
4,103,17.044939140310877
4,104,16.70414122399856
4,105,16.370154844531523
4,106,16.04272229966051
4,107,15.721987074810139
4,108,15.40758648518069
4,109,15.099442586286976
4,110,14.797452488266387
4,111,14.501505193163894
4,112,14.211600804848599
4,113,13.92736551643061
4,114,13.64894686127207
4,115,13.376064010722036
4,116,13.10862421903062
4,117,12.84652465147757
4,118,12.58957422842654
4,119,12.337869704421019
4,120,12.091097464382576
4,121,11.849374492970238
4,122,11.612459995232323
4,123,11.380270221095298
4,124,11.152719618875754
4,125,10.929717598922384
4,126,10.711098534885544
4,127,10.496862137641562
4,128,10.287010850454738
4,129,10.081303188489368
4,130,9.879685718890528
4,131,9.682094567020984
4,132,9.488456358134332
4,133,9.298697395467117
4,134,9.112813149792734
4,135,8.930637574722784
4,136,8.75205859711883
4,137,8.577030110635032
4,138,8.405548053646466
4,139,8.237432230130498
4,140,8.072685706070864
4,141,7.911302916476488
4,142,7.753132697764609
4,143,7.598092202350771
4,144,7.44613924803776
4,145,7.29727107052592
4,146,7.151374311485912
4,147,7.008340192557865
4,148,6.868227525938848
4,149,6.730913328258214
4,150,6.596332165798514
4,151,6.4644371017073095
4,152,6.335178213365881
4,153,6.208501964338362
4,154,6.084360945613798
4,155,5.962701206180056
5,1,0.0
5,2,118260.933101913
5,3,87790.56113723107
5,4,66429.24158659721
5,5,50318.577894930626
5,6,38182.77792597588
5,7,29042.175665771654
5,8,22149.747921601404
5,9,16958.14369188002
5,10,13041.114824138307
5,11,10087.638446707773
5,12,7815.64899106768
5,13,6097.84145406165
5,14,4798.339328136035
5,15,3811.5119376192024
5,16,3049.6093273823262
5,17,2470.042314970076
5,18,2029.2508214716963
5,19,1690.6613089391794
5,20,1430.249936035767
5,21,1228.8157879223781
5,22,1070.3023779034793
5,23,948.5621786176703
5,24,848.9826350324048
5,25,770.2197005571595
5,26,792.1463811654563
5,27,804.890039305695
5,28,811.4695902189675
5,29,813.6311713547381
5,30,787.1504634699555
5,31,762.7906764189954
5,32,740.6664639028058
5,33,719.9106268578877
5,34,700.2557641782427
5,35,701.4442391462253
5,36,684.1735414642086
5,37,663.0656551620801
5,38,643.4546381884668
5,39,624.9705081469376
5,40,637.7122072418462
5,41,644.1357717332091
5,42,646.1022307131174
5,43,644.8261672184453
5,44,640.7434857972805
5,45,634.6317044842717
5,46,627.1938910617134
5,47,615.2635731306697
5,48,603.3030224544248
5,49,591.41106516577
5,50,579.4901356371936
5,51,571.6527680900145
5,52,563.1247065535607
5,53,554.1027179563648
5,54,543.1002784211614
5,55,533.964155453788
5,56,524.5949040531368
5,57,515.1141391546736
5,58,505.59324028017767
5,59,496.06968635655664
5,60,486.5925056774786
5,61,477.19409744129644
5,62,467.76130613359055
5,63,458.42651239304496
5,64,449.2187723642526
5,65,440.464231357758
5,66,431.7757553762943
5,67,423.17685086742114
5,68,414.6956523356953
5,69,406.3348265006041
5,70,398.0998271048177
5,71,390.0078307860809
5,72,382.40105380291794
5,73,374.84998423402516
5,74,367.3815159081908
5,75,360.01457350640635
5,76,352.7523213580241
5,77,345.59929236397943
5,78,338.5712057587409
5,79,332.0107524307052
5,80,325.48580413911475
5,81,319.02545255836856
5,82,312.6437193810681
5,83,306.3512160616707
5,84,300.1553134577136
5,85,294.0609608080801
5,86,282.3845186014663
5,87,272.164012925454
5,88,262.94760940893883
5,89,254.74208934326217
5,90,247.36235425458028
5,91,240.23895214373044
5,92,233.6882444020183
5,93,222.1542970198611
5,94,212.2493635157923
5,95,203.79467448429835
5,96,195.969605652131
5,97,188.84418041754137
5,98,182.24060138026485
5,99,175.78856367649763
5,100,164.88971434878093
5,101,155.32026324545797
5,102,146.91161039250218
5,103,139.38632971598102
5,104,132.53651554887335
5,105,126.00738524717835
5,106,120.08617431342375
5,107,111.87579948602777
5,108,104.5624726994448
5,109,97.89568743106709
5,110,91.72162505435539
5,111,88.53175416261831
5,112,86.68635566520719
5,113,85.46381103422794
5,114,84.65559211443129
5,115,88.25150477857875
5,116,84.87013788631062
5,117,108.59139406637048
5,118,105.93738915776301
5,119,103.17907010738153
5,120,100.08436468428103
5,121,98.69527970657998
5,122,96.52101477966634
5,123,114.2986185099444
5,124,127.07901056336347
5,125,136.15742315954822
5,126,142.38298403110542
5,127,142.44014312075188
5,128,145.83507438078726
5,129,147.5677843314875
5,130,148.0924180707565
5,131,147.73237921865856
5,132,146.721864133884
5,133,145.2312636024041
5,134,143.39776807992038
5,135,141.40454103043717
5,136,139.21635285383923
5,137,136.89782042302684
5,138,134.4935450838254
5,139,132.03763155276397
5,140,129.55819787590568
5,141,127.0660620675373
5,142,124.68611066370147
5,143,122.29474526907646
5,144,119.91327112428803
5,145,117.54654685204632
5,146,115.20350179058217
5,147,112.88638661440562
5,148,110.60447287186467
5,149,108.45905977644784
5,150,106.32479575417786
5,151,104.21050157827462
5,152,102.12360279279379
5,153,100.06056346911436
5,154,98.03111434194157
5,155,96.18253327851843
6,1,0.0
6,2,319019.2571837525
6,3,238031.24021971997
6,4,178278.67889714756
6,5,136298.90855224038
6,6,104649.63086345924
6,7,80812.08996573968
6,8,62850.17163418968
6,9,49307.73574414082
6,10,39089.306896975
6,11,31370.823785970642
6,12,25532.453434334104
6,13,21108.024135567037
6,14,17746.968806401852
6,15,15185.685648335484
6,16,13225.987361568752
6,17,11563.782718673761
6,18,10274.10116319885
6,19,9263.703114119326
6,20,8464.301913396239
6,21,7824.3877410318955
6,22,7495.421231392707
6,23,7136.836639527081
6,24,6834.038945235548
6,25,6572.779243177736
6,26,6343.353410916581
6,27,6138.418051079684
6,28,5952.423188874831
6,29,5781.856335856559
6,30,5729.843317567882
6,31,5662.380808790442
6,32,5585.110779769433
6,33,5481.941517861397
6,34,5378.062099824276
6,35,5273.617310815347
6,36,5169.2358983164895
6,37,5088.747168591503
6,38,5003.9261658554415
6,39,4916.628762717793
6,40,4827.041824278484
6,41,4736.708511333198
6,42,4646.847788913361
6,43,4556.7251349945045
6,44,4469.668225307728
6,45,4383.309038555874
6,46,4297.353079958648
6,47,4212.360667404226
6,48,4128.487507876713
6,49,4045.846054248276
6,50,3964.5128200897084
6,51,3886.8947824897655
6,52,3810.390165622604
6,53,3735.11650128134
6,54,3661.126298241323
6,55,3588.4515235319705
6,56,3516.1892895229485
6,57,3445.207917669649
6,58,3377.027625463404
6,59,3310.0164110542473
6,60,3244.21939941861
6,61,3179.037889725767
6,62,3114.9905417784835
6,63,3052.0767650385164
6,64,2990.304010447345
6,65,2931.111483933836
6,66,2872.7106554161583
6,67,2815.867510432539
6,68,2759.270358527122
6,69,2703.6490914758733
6,70,2649.010054402744
6,71,2595.3625536998143
6,72,2544.276400676892
6,73,2493.7891992998457
6,74,2444.0235899676622
6,75,2395.026325403249
6,76,2346.833263161551
6,77,2299.466606441412
6,78,2252.938428770042
6,79,2208.8250051160326
6,80,2165.1798580670475
6,81,2122.112512982124
6,82,2079.68011111124
6,83,2037.9218039004763
6,84,1996.8629763938723
6,85,1956.518718207374
6,86,1918.1109390061415
6,87,1880.138799422559
6,88,1842.6882491341644
6,89,1805.7923883867122
6,90,1769.5018649856595
6,91,1733.827054476714
6,92,1698.780280482008
6,93,1665.3548390354845
6,94,1632.3267402581187
6,95,1599.7640532003822
6,96,1567.7024731349902
6,97,1536.1659023669044
6,98,1505.1692462190174
6,99,1474.7206886731167
6,100,1445.8154724161955
6,101,1417.2251438954181
6,102,1389.018835639344
6,103,1361.2325159348266
6,104,1333.8907245580094
6,105,1307.009258461598
6,106,1281.269818074319
6,107,1255.9501813486295
6,108,1230.9689045094208
6,109,1206.3598690687375
6,110,1182.1448745062705
6,111,1158.3379835827209
6,112,1134.94745469814
6,113,1111.9793230847029
6,114,1090.0151952454223
6,115,1068.331722884705
6,116,1046.9680575902703
6,117,1025.9346789589954
6,118,1005.2607620368047
6,119,984.9464256932678
6,120,965.6350270202846
6,121,946.617702185288
6,122,927.8380623303225
6,123,909.3259431693965
6,124,891.1010073796645
6,125,873.1762897563066
6,126,855.5598498350254
6,127,839.122097462128
6,128,801.2577305433507
6,129,768.2233346903511
6,130,739.3900196134364
6,131,713.4314745025706
6,132,689.6899395271879
6,133,668.2058234916396
6,134,646.9630018104048
6,135,609.2404009370164
6,136,576.6305348155466
6,137,547.6520405701572
6,138,521.4225522490691
6,139,497.27066819543484
6,140,474.6871332115768
6,141,511.8671828108333
6,142,481.31379566553835
6,143,454.73159405901646
6,144,430.4017197455567
6,145,407.7704910808192
6,146,386.4071772572123
6,147,365.9837250212831
6,148,416.5483072967386
6,149,387.0152058600903
6,150,361.38662679979154
6,151,337.8200229470644
6,152,315.7937513558595
6,153,295.27507003729426
6,154,283.1843996712104
6,155,299.4422682138436
7,1,0.0
7,2,2240.7792205378373
7,3,1674.4138758778442
7,4,1277.8288685129196
7,5,978.7327651949491
7,6,753.6664516940886
7,7,583.6160161666306
7,8,455.6048372337572
7,9,359.0312401726141
7,10,286.1151177338778
7,11,230.9985727346369
7,12,189.27346422868027
7,13,157.62294011490644
7,14,133.61041808486388
7,15,115.18155670510505
7,16,101.1028882740545
7,17,90.28797290293802
7,18,81.86223007712164
7,19,75.24339637066295
7,20,70.03246049636869
7,21,65.86034658907037
7,22,61.622462077494866
7,23,59.04862729848014
7,24,56.85849025185042
7,25,54.98037611873487
7,26,53.31622513694129
7,27,51.83850069406101
7,28,50.502956473552985
7,29,49.264044674534325
7,30,48.11590146247507
7,31,46.961862802482806
7,32,45.87553945628982
7,33,44.84260160046934
7,34,43.85411085269335
7,35,42.90502991070688
7,36,41.984660716300596
7,37,41.18980128287517
7,38,40.396099709325185
7,39,39.60875970835622
7,40,38.82995086879325
7,41,38.061253698726304
7,42,37.3040506822055
7,43,36.55830512363606
7,44,35.83990715645343
7,45,35.130596174458375
7,46,34.431810158302675
7,47,33.744169715113365
7,48,33.0683368121329
7,49,32.403948601279005
7,50,31.751788465132147
7,51,31.12622949274899
7,52,30.510621977712876
7,53,29.905673391962843
7,54,29.311668404993707
7,55,28.72843048421526
7,56,28.156389121563627
7,57,27.589115138945157
7,58,27.040326671068843
7,59,26.501642215623406
7,60,25.973262878840565
7,61,25.45148363081622
7,62,24.939344301366656
7,63,24.436957590859844
7,64,23.951659677775776
7,65,23.47541069150315
7,66,23.007999146826148
7,67,22.549381543631405
7,68,22.09962514798055
7,69,21.655028330447422
7,70,21.218913744991152
7,71,20.79083509779864
7,72,20.37798350496377
7,73,19.972908341524917
7,74,19.57315767958108
7,75,19.180433863314676
7,76,18.79491477884864
7,77,18.416435055700596
7,78,18.04491779408753
7,79,17.687470368623835
7,80,17.335368298275192
7,81,16.988956781704236
7,82,16.648377693595847
7,83,16.313910173594913
7,84,15.985666312686867
7,85,15.663269066491889
7,86,15.354547003114657
7,87,15.050792545579043
7,88,14.752266931018017
7,89,14.457266020599505
7,90,14.167284971256462
7,91,13.882551394651387
7,92,13.603043893680042
7,93,13.333823397446892
7,94,13.06851878095687
7,95,12.807555292996003
7,96,12.550942614887536
7,97,12.298980193467886
7,98,12.05153980520279
7,99,11.808592182391752
7,100,11.575366887994928
7,101,11.346000394148207
7,102,11.120712839579037
7,103,10.89809029362094
7,104,10.679388179474333
7,105,10.464639945078535
7,106,10.253862041911379
7,107,10.050944807351192
7,108,9.851510294119594
7,109,9.655658293230479
7,110,9.463462346555861
7,111,9.274192126155112
7,112,9.087553137657123
7,113,8.90442319879453
7,114,8.72771178789468
7,115,8.554147374042225
7,116,8.383846770908786
7,117,8.215667577940598
7,118,8.05049867674158
7,119,7.888462345220103
7,120,7.729373119395
7,121,7.57630075430646
7,122,7.425869335968886
7,123,7.277489362544324
7,124,7.131658579304913
7,125,6.988420086133732
7,126,6.847796819166832
7,127,6.709792494327445
7,128,6.57710341638283
7,129,6.446654264468246
7,130,6.3185556665397655
7,131,6.192823376500868
7,132,6.069462105518798
7,133,5.9473193621215295
7,134,5.827480346596553
7,135,5.711744256449788
7,136,5.598092363344858
7,137,5.486051555582293
7,138,5.37600359188709
7,139,5.26790139587966
7,140,5.161855710510412
7,141,5.059462516607961
7,142,4.958863714692603
7,143,4.859876144065623
7,144,4.762550189068324
7,145,4.666952654409735
7,146,4.573090174612003
7,147,4.480968226753269
7,148,4.3922431548531105
7,149,4.305086216293932
7,150,4.219275311395745
7,151,4.134892865536083
7,152,4.051992943442663
7,153,3.970567150356234
7,154,3.8906384895788735
7,155,3.813524979323012
8,1,0.0
8,2,33082.5303694425
8,3,24591.947142534023
8,4,18641.12864890837
8,5,14152.920817931932
8,6,10771.695670974877
8,7,8223.747393903326
8,8,6303.140552059962
8,9,4854.861242128894
8,10,3762.221357855579
8,11,2937.379123866568
8,12,2314.20532177991
8,13,1842.9144537282493
8,14,1485.6685569403082
8,15,1215.049906256993
8,16,1008.482437628227
8,17,851.4374021732511
8,18,731.5994088577745
8,19,639.7406727079366
8,20,568.9319252071164
8,21,513.9694930629923
8,22,471.0785945951136
8,23,437.11995917464833
8,24,410.0548669221467
8,25,387.819764166279
8,26,369.6604162399495
8,27,354.5498781004466
8,28,341.7328278874458
8,29,330.6620903042717
8,30,320.2999515552678
8,31,311.3906200867801
8,32,303.87102334217707
8,33,296.64391536318885
8,34,289.968815825147
8,35,283.69766960739935
8,36,277.8318604373775
8,37,271.51079503788793
8,38,265.8220086481935
8,39,260.5328403822868
8,40,255.5054516689078
8,41,250.65255600115302
8,42,246.0558764767394
8,43,241.47717080650116
8,44,236.92765206627928
8,45,232.53635051199487
8,46,227.95037930782425
8,47,223.58639639870344
8,48,219.51369040097435
8,49,215.45964812510397
8,50,211.3506787685422
8,51,207.37870555080755
8,52,203.54777574080134
8,53,199.8086967157543
8,54,196.12848810996599
8,55,192.48857554503942
8,56,188.88830372850535
8,57,185.31931374506414
8,58,181.79520473739498
8,59,178.40550707275963
8,60,175.11308785732822
8,61,171.8783230282948
8,62,168.68463816491317
8,63,165.52465153511085
8,64,162.39637698572247
8,65,159.30075710720746
8,66,156.34085487132265
8,67,153.22363905764578
8,68,150.2832986365837
8,69,147.45549832778255
8,70,144.69755299143577
8,71,141.9932980958454
8,72,138.9337903341992
8,73,136.5353164936711
8,74,134.1634680707182
8,75,131.80028853180545
8,76,129.4413937556558
8,77,127.09075430443484
