region,timePeriod,S_proportion,I_proportion,R_proportion,V_proportion
1,1,0.8283893821447972,0.02178525323578161,0.1498253646194207,0.0
1,2,0.6242885439009864,0.017210350056267473,0.15140376050654641,0.2070973455361993
1,3,0.47331545659123275,0.013845728845822424,0.15198985880823163,0.1540011625198846
1,4,0.359566401244788,0.011123697189036176,0.1518576646896897,0.11678885252260934
1,5,0.2738798427526109,0.008928451346628324,0.1511564878055935,0.08872371178597091
1,6,0.20932024893842976,0.0071603886365384705,0.15000833283227355,0.06758272357029302
1,7,0.16066618059617072,0.005738144204767595,0.14851184778930113,0.05165423499890451
1,8,0.1239864147529031,0.00459537727494008,0.14674662111651632,0.03965000279905363
1,9,0.09632124351499818,0.0036781263005755227,0.1447767179219234,0.030600103660235238
1,10,0.07544246803128946,0.0029425929023652467,0.1426535900866058,0.023774309842147196
1,11,0.05896350103415066,0.003062461325698356,0.14041846279437037,0.018622873909400893
1,12,0.04647917059110111,0.0031798381898558332,0.13825321041687963,0.014554646519443657
1,13,0.03700364761310261,0.0032959515227972934,0.13615591222841175,0.01147424618258084
1,14,0.02979627209922685,0.0037534698513488883,0.13412494380363096,0.009136169441449843
1,15,0.024216478410732174,0.00388083650091765,0.13223067359634158,0.007357706330392215
1,16,0.019945267746558734,0.004010008468574219,0.13040103578960746,0.005980542539379121
1,17,0.016660364910178603,0.004141525284859972,0.1286351168522159,0.004926511511245892
1,18,0.014119133541139476,0.004275849015061683,0.12693213482499216,0.0041158261124321915
1,19,0.01316915111347877,0.0033828802923642105,0.12529142042165525,0.0034886251241605473
1,20,0.011602303844324013,0.003491953374702114,0.12349599687461864,0.0032574015271280873
1,21,0.010362661072703455,0.004592275421480013,0.1217593871458137,0.002864076776969533
1,22,0.009129085938636879,0.004738087172062142,0.12028857724140823,0.0025620245004061683
1,23,0.008136327235342909,0.004888055113919057,0.1188778040027131,0.002256651239655158
1,24,0.007324346736503502,0.0050423040871943325,0.11752673949658184,0.0020115152964391755
1,25,0.0066487147102598215,0.0052010393898295655,0.11623508856496102,0.0018109715311614837
1,26,0.006075897026356776,0.00536445383160933,0.11500260506552602,0.0016440689622533406
1,27,0.006873415560700637,0.004239899630070886,0.11382908826885345,0.001500552463867145
1,28,0.006424833149694133,0.005361291007643988,0.11244288542579126,0.0017033483655364875
1,29,0.0070845160544417895,0.004237472430819223,0.11131989882888066,0.0015891748037681684
1,30,0.006534445909619205,0.004370749031813159,0.10998337006277509,0.0017552372655727658
1,31,0.006064703689458662,0.004508357312704382,0.10870155995820037,0.0016160591047490733
1,32,0.005652205444943739,0.0046500637406194385,0.10747428379470426,0.0014980679800959524
1,33,0.005282955077913565,0.004796020888494656,0.10630131150434026,0.0013980706814349755
1,34,0.004946382211209117,0.004946382211209117,0.10518244966083734,0.0013067580626640414
1,35,0.004634425119348829,0.005179273988006178,0.10411754093197449,0.0012235279721756391
1,36,0.004453508484109799,0.00520999725549442,0.1031228376508163,0.0011463710001154508
1,37,0.004340756281429369,0.005190574753566192,0.10215448032145379,0.0011019134110262954
1,38,0.004263553687786887,0.005148004124802055,0.10120141141327361,0.0010741699362470792
1,39,0.004204918754711469,0.005095734072123441,0.10025846405121659,0.001055146722584251
1,40,0.004156024394398311,0.0050402867886636974,0.09932339892533817,0.0010406782214520246
1,41,0.0041122911774700245,0.004984682459351164,0.09839539117245079,0.0010285993163850577
1,42,0.0040713500259451085,0.004070466734529004,0.09747426666546552,0.0010165473390274114
1,43,0.004032180843136926,0.004197876142842932,0.09637957934640726,0.001007672033096003
1,44,0.003990048356415802,0.004289291980841797,0.09533354174947614,0.0009979684904532716
1,45,0.003947585133309698,0.004351344870792223,0.0943276222304634,0.0009875324041994178
1,46,0.0039057486015058986,0.004390120441600554,0.09335485220872047,0.0009770209592854305
1,47,0.0038648932919337665,0.004410657872083299,0.0924096804572822,0.0009666669407836204
1,48,0.003825090964147768,0.004417023835965489,0.09148772500127404,0.0009565566535756054
1,49,0.00378629136731245,0.003552714359232623,0.0905855455068013,0.0009467071745011858
1,50,0.0038046923467903128,0.0036639892865141083,0.08951990461210413,0.0009371057700831007
1,51,0.003770266991985748,0.0037787021668489952,0.08849894427003001,0.0009418020289967472
1,52,0.003698462804611313,0.0038949439283242127,0.08752249283966769,0.0009331487277064696
1,53,0.003642298911617577,0.0039694596835043415,0.08658998120782241,0.0009152842138757636
1,54,0.0035948826123085526,0.004014770105145986,0.08569176811720189,0.0009014218857656365
1,55,0.0037958830684353922,0.0037958830684353922,0.08482103447693848,0.0008897064342194819
1,56,0.00363742223571458,0.003470730825186471,0.08392174923177113,0.0009400737027666532
1,57,0.003579456269579085,0.003579456269579085,0.08297216772042487,0.0008999548219009785
1,58,0.003490386143843262,0.0036915038594964268,0.08206441018262797,0.0008858645191757614
1,59,0.0034267533960605375,0.0037585385764140108,0.08119833778946968,0.0008637378907690579
1,60,0.003586477730633967,0.003586477730633967,0.08036366413472724,0.0008480509701074437
1,61,0.003441270957288309,0.003698680441702599,0.07950955117546583,0.0008881389229574173
1,62,0.0035515266935261707,0.0035515266935261707,0.07869608304471407,0.0008514363500925032
1,63,0.0033901631114000266,0.0029850240789041135,0.07786798198946025,0.000878341329078756
1,64,0.0033893745836141216,0.003078618226651681,0.07693747740624092,0.0008376989632576792
1,65,0.0033472104828449313,0.0031750648189286085,0.07604523768571295,0.0008379572290202281
1,66,0.0032745015667763654,0.0032745015667763654,0.0751910965439737,0.000827413309960061
1,67,0.0031788173614682442,0.0033770081483849345,0.07437491994211726,0.0008103512585944905
1,68,0.0038797149325294727,0.002668812910490705,0.07359659325443574,0.000786600827781116
1,69,0.003746400161335371,0.002752493964713393,0.07268511210055008,0.000962062724854557
1,70,0.003609771944765147,0.003203674141672569,0.07180943359112889,0.0009269794130852972
1,71,0.003380701956384202,0.0033041050502571863,0.07104601648905753,0.0008931731920604338
1,72,0.0031690892118779253,0.0034076085805115914,0.07031895821983039,0.0008362437571754461
1,73,0.0030278080108142266,0.0034567689523941334,0.06962817685734121,0.0007839098653977268
1,74,0.0029415569133052428,0.0034614938143853985,0.06896153480019716,0.0007491129040495794
1,75,0.002883974293916807,0.003444398010520408,0.06830921780521416,0.0007269954182364353
