409.5
64.05
116.92
1.85
343.6
1129.13
1.41
110.64
60.24
129.15
197.87
23.9
12.23
0.1
822.06
284.11
19.89
1.4
98.11
0.1
0.1
2.11
0.1
4.35
5.29
145.37
55.47
873.66
3.2
84.55
14.39
0.1
0.1
213.05
419.39
183.23
0.1
0.1
2.02
175.55
204.41
88.09
1921.78
25.3
14.28
91.98
15.62
1061.36
258.6
837.1
299.21
671.67
343.36
16.9
59.17
259.58
200.28
62.64
187.26
82.67
0.1
1.19
12.11
341.07
0.1
21.73
8.05
